 0   0  0  0   0.6171
 0   0  0  1   0.5876
 0   0  1  0   0.6111
 0   0  1  1   0.5990
 0   0  2  0   0.6085
 0   0  2  1   0.5917
 0   0  3  0   0.6636
 0   0  3  1   0.6350
 0   0  4  0   0.6227
 0   0  4  1   0.5959
 0   0  5  0   0.6099
 0   0  5  1   0.5602
 0   0  6  0   0.6182
 0   0  6  1   0.6158
 0   0  7  0   0.5515
 0   0  7  1   0.5465
 0   1  0  0   0.5134
 0   1  0  1   0.5435
 0   1  1  0   0.5713
 0   1  1  1   0.5828
 0   1  2  0   0.6587
 0   1  2  1   0.6653
 0   1  3  0   0.6271
 0   1  3  1   0.6725
 0   1  4  0   0.6000
 0   1  4  1   0.6632
 0   1  5  0   0.6445
 0   1  5  1   0.6721
 0   1  6  0   0.6334
 0   1  6  1   0.6760
 0   1  7  0   0.5114
 0   1  7  1   0.5248
 0   2  0  0   0.5474
 0   2  0  1   0.6304
 0   2  1  0   0.6413
 0   2  1  1   0.6057
 0   2  2  0   0.5024
 0   2  2  1   0.5608
 0   2  3  0   0.5655
 0   2  3  1   0.5869
 0   2  4  0   0.6011
 0   2  4  1   0.6213
 0   2  5  0   0.6274
 0   2  5  1   0.6187
 0   2  6  0   0.5894
 0   2  6  1   0.6215
 0   2  7  0   0.4598
 0   2  7  1   0.4387
 0   3  0  0   0.8089
 0   3  0  1   0.7625
 0   3  1  0   0.6751
 0   3  1  1   0.6591
 0   3  2  0   0.6003
 0   3  2  1   0.6368
 0   3  3  0   0.5377
 0   3  3  1   0.5525
 0   3  4  0   0.6469
 0   3  4  1   0.6593
 0   3  5  0   0.6314
 0   3  5  1   0.6571
 0   3  6  0   0.7117
 0   3  6  1   0.7203
 0   3  7  0   0.5753
 0   3  7  1   0.6012
 0   4  0  0   0.8063
 0   4  0  1   0.7405
 0   4  1  0   0.7040
 0   4  1  1   0.7161
 0   4  2  0   0.5392
 0   4  2  1   0.5002
 0   4  3  0   0.5978
 0   4  3  1   0.6123
 0   4  4  0   0.5203
 0   4  4  1   0.5319
 0   4  5  0   0.5162
 0   4  5  1   0.5198
 0   4  6  0   0.6325
 0   4  6  1   0.6275
 0   4  7  0   0.6071
 0   4  7  1   0.5700
 0   5  0  0   0.5826
 0   5  0  1   0.6058
 0   5  1  0   0.5517
 0   5  1  1   0.5645
 0   5  2  0   0.5378
 0   5  2  1   0.5362
 0   5  3  0   0.6433
 0   5  3  1   0.6058
 0   5  4  0   0.5049
 0   5  4  1   0.5234
 0   5  5  0   0.4864
 0   5  5  1   0.5144
 0   5  6  0   0.5514
 0   5  6  1   0.5427
 0   5  7  0   0.5667
 0   5  7  1   0.5753
 0   6  0  0   0.6741
 0   6  0  1   0.6581
 0   6  1  0   0.7718
 0   6  1  1   0.7742
 0   6  2  0   0.5749
 0   6  2  1   0.5731
 0   6  3  0   0.5413
 0   6  3  1   0.5589
 0   6  4  0   0.6615
 0   6  4  1   0.6274
 0   6  5  0   0.6191
 0   6  5  1   0.6050
 0   6  6  0   0.5880
 0   6  6  1   0.5588
 0   6  7  0   0.5738
 0   6  7  1   0.6136
 0   7  0  0   0.8185
 0   7  0  1   0.8605
 0   7  1  0   0.7184
 0   7  1  1   0.7440
 0   7  2  0   0.5471
 0   7  2  1   0.5757
 0   7  3  0   0.6958
 0   7  3  1   0.6745
 0   7  4  0   0.5957
 0   7  4  1   0.6084
 0   7  5  0   0.6595
 0   7  5  1   0.6850
 0   7  6  0   0.6451
 0   7  6  1   0.6509
 0   7  7  0   0.5253
 0   7  7  1   0.5348
 0   8  0  0   0.6217
 0   8  0  1   0.5779
 0   8  1  0   0.7001
 0   8  1  1   0.6841
 0   8  2  0   0.5672
 0   8  2  1   0.5851
 0   8  3  0   0.6193
 0   8  3  1   0.6088
 0   8  4  0   0.6110
 0   8  4  1   0.6481
 0   8  5  0   0.5668
 0   8  5  1   0.6284
 0   8  6  0   0.6956
 0   8  6  1   0.6690
 0   8  7  0   0.5292
 0   8  7  1   0.5054
 0   9  0  0   0.7204
 0   9  0  1   0.6922
 0   9  1  0   0.5798
 0   9  1  1   0.5304
 0   9  2  0   0.5198
 0   9  2  1   0.4910
