 0  0   -20   0.8533
 0  0   -19   0.8533
 0  0   -18   0.8533
 0  0   -17   0.8532
 0  0   -16   0.8533
 0  0   -15   0.8533
 0  0   -14   0.8533
 0  0   -13   0.8533
 0  0   -12   0.8533
 0  0   -11   0.8532
 0  0   -10   0.8533
 0  0    -9   0.8533
 0  0    -8   0.8533
 0  0    -7   0.8533
 0  0    -6   0.8533
 0  0    -5   0.9510
 0  0    -4   0.8940
 0  0    -3   1.1070
 0  0    -2   0.9780
 0  0    -1   1.4870
 0  0     0   1.4310
 0  0     1   1.4020
 0  0     2   1.0200
 0  0     3   0.9450
 0  0     4   1.0000
 0  0     5   0.5680
 0  0     6   0.8533
 0  0     7   0.8533
 0  0     8   0.8533
 0  0     9   0.8533
 0  0    10   0.8533
 0  0    11   0.8533
 0  0    12   0.8533
 0  0    13   0.8533
 0  0    14   0.8533
 0  0    15   0.8533
 0  0    16   0.8533
 0  0    17   0.8533
 0  0    18   0.8533
 0  0    19   0.8533
 0  0    20   0.8533
 0  1   -20   0.9596
 0  1   -19   0.9596
 0  1   -18   0.9596
 0  1   -17   0.9596
 0  1   -16   0.9596
 0  1   -15   0.9596
 0  1   -14   0.9596
 0  1   -13   0.9596
 0  1   -12   0.9596
 0  1   -11   0.9596
 0  1   -10   0.9596
 0  1    -9   0.9596
 0  1    -8   0.7320
 0  1    -7   1.0280
 0  1    -6   0.9750
 0  1    -5   0.9720
 0  1    -4   0.9900
 0  1    -3   1.0240
 0  1    -2   1.1220
 0  1    -1   1.5150
 0  1     0   1.4330
 0  1     1   1.5090
 0  1     2   1.1200
 0  1     3   1.0100
 0  1     4   0.9750
 0  1     5   0.9920
 0  1     6   0.9790
 0  1     7   1.0270
 0  1     8   0.9260
 0  1     9   0.9596
 0  1    10   0.9596
 0  1    11   0.9596
 0  1    12   0.9596
 0  1    13   0.9596
 0  1    14   0.9596
 0  1    15   0.9596
 0  1    16   0.9596
 0  1    17   0.9596
 0  1    18   0.9596
 0  1    19   0.9596
 0  1    20   0.9596
 0  2   -20   1.0488
 0  2   -19   1.0488
 0  2   -18   1.0488
 0  2   -17   1.0488
 0  2   -16   1.0488
 0  2   -15   1.0488
 0  2   -14   1.0488
 0  2   -13   1.0488
 0  2   -12   1.0488
 0  2   -11   1.0488
 0  2   -10   1.0488
 0  2    -9   1.3050
 0  2    -8   1.0960
 0  2    -7   0.9130
 0  2    -6   0.9220
 0  2    -5   1.0920
 0  2    -4   1.0590
