    0 332.79 4.03
    2 334.86 3.54
    4 335.34 3.05
    6 337.17 2.40
    8 331.20 4.59
   10 329.51 4.04
   12 330.40 4.27
   14 322.27 5.37
   16 327.47 2.92
   18 332.35 4.18
   20 333.52 3.63
   22 332.77 5.67
   24 327.85 4.19
   26 333.08 3.98
   28 335.70 5.95
   30 329.13 3.06
   32 329.07 3.90
   34 333.55 5.04
   36 332.51 3.77
   38 325.90 4.22
   40 328.35 4.05
   42 327.38 4.02
   44 328.99 4.11
   46 333.39 4.06
   48 325.09 3.99
   50 332.39 3.77
   52 324.96 4.21
   54 323.03 4.12
   56 331.15 0.00
   58 325.93 4.69
   60 331.15 0.00
   62 329.66 3.56
   64 329.26 3.29
   66 336.80 2.74
   68 335.76 4.98
   70 328.96 3.95
   72 321.65 4.15
   74 333.78 4.44
   76 329.64 4.18
   78 329.72 4.61
   80 327.75 3.49
   82 332.97 5.20
   84 327.08 3.84
   86 326.31 3.69
   88 319.50 3.95
   90 327.79 3.79
   92 331.15 0.00
   94 331.03 4.07
   96 331.70 3.93
   98 339.76 2.29
  100 326.04 3.59
  102 338.17 2.91
  104 329.97 4.61
  106 334.68 3.35
  108 331.72 3.36
  110 336.22 3.57
  112 327.25 3.01
  114 333.69 3.51
  116 339.02 3.74
  118 337.42 2.98
  120 332.92 2.84
  122 331.55 3.38
  124 328.04 4.05
  126 328.99 3.85
  128 323.20 4.45
  130 338.91 5.05
  132 333.58 3.79
  134 332.45 3.82
  136 323.24 4.55
  138 329.12 3.60
  140 325.48 5.30
  142 328.65 4.17
  144 327.11 4.47
  146 334.98 3.71
  148 326.64 3.55
  150 328.90 2.78
  152 327.81 3.45
  154 321.28 5.26
  156 333.08 5.90
  158 335.09 6.11
  160 332.36 3.55
  162 332.36 3.83
  164 332.92 4.19
  166 338.55 3.66
  168 329.54 4.56
  170 327.72 3.95
  172 329.14 4.36
  174 329.12 4.58
  176 333.83 3.25
  178 334.41 2.24
  180 335.70 3.49
  182 335.21 2.56
  184 327.11 3.26
  186 332.25 4.16
  188 329.59 4.05
  190 333.57 3.15
  192 334.22 3.07
  194 331.61 3.83
  196 333.60 3.89
  198 336.98 4.13
  200 329.66 3.46
  202 329.04 3.81
  204 332.90 3.38
  206 329.76 3.67
  208 334.16 3.67
  210 332.22 3.70
  212 335.60 2.95
  214 330.48 3.68
  216 329.83 3.28
  218 328.24 3.89
  220 329.98 4.15
  222 330.37 3.83
  224 333.59 3.87
  226 335.47 2.60
  228 334.67 3.47
  230 332.62 4.09
  232 332.29 3.22
  234 335.67 3.33
  236 328.50 3.65
  238 330.93 3.75
  240 332.12 3.63
  242 332.91 2.71
  244 332.50 4.36
  246 333.45 4.26
  248 328.66 4.56
  250 329.61 4.64
  252 328.80 4.41
  254 328.90 4.45
  512 337.41 8.13
  514 334.55 2.11
  516 334.90 3.68
  518 335.71 3.01
  520 334.15 6.69
  522 330.05 5.40
  524 332.15 3.25
  526 331.25 2.45
  528 337.85 3.57
  530 333.16 3.10
  532 337.96 4.68
  534 338.92 2.84
  536 325.67 3.35
  538 332.04 3.29
  540 334.74 3.10
  542 332.86 3.47
  544 335.64 3.15
  546 336.17 2.59
  548 332.26 5.01
  550 336.40 4.14
  552 331.02 2.53
  554 331.61 3.36
  556 330.42 3.48
  558 330.77 3.70
  560 331.49 3.34
  562 335.58 4.85
  564 326.31 4.07
  566 341.00 3.64
  568 334.24 9.39
  570 332.57 3.24
  572 339.54 2.06
  574 327.64 3.33
  576 334.93 3.92
  578 333.77 4.61
  580 329.84 3.55
  582 336.92 4.40
  584 332.29 3.30
  586 329.81 4.82
  588 329.30 4.41
  590 329.38 4.04
  592 334.20 3.04
  594 332.49 3.23
  596 338.42 3.24
  598 335.85 2.91
  600 324.62 3.98
  602 331.31 4.13
  604 329.96 3.61
  606 324.91 4.29
  608 327.42 4.46
  610 335.33 3.33
  612 329.44 2.88
  614 331.89 3.45
  616 326.98 3.82
  618 327.92 4.22
  620 324.30 3.43
  622 328.67 2.98
  624 332.10 4.23
  626 334.42 4.59
  628 339.28 2.72
  630 336.86 3.12
  632 331.37 4.25
  634 332.18 5.29
  636 332.43 4.50
  638 328.03 3.68
  640 327.38 4.15
  642 337.73 6.06
  644 328.15 4.89
  646 327.26 3.94
  648 331.12 9.02
  650 332.77 0.00
  652 332.77 0.00
  654 331.50 4.05
  656 333.96 3.98
  658 335.31 4.82
  660 338.16 2.84
  662 337.37 3.46
  664 332.74 3.81
  666 330.55 4.67
  668 334.42 4.44
  670 332.59 5.67
  672 333.11 3.87
  674 333.00 3.88
  676 335.77 5.13
  678 337.10 2.73
  680 330.75 4.04
  682 330.46 4.81
  684 330.82 5.21
  686 332.84 3.77
  688 334.44 3.29
  690 332.80 5.31
  692 334.78 2.92
  694 338.02 2.68
  696 330.26 4.01
  698 331.38 5.82
  700 335.14 3.72
  702 332.89 3.61
  704 334.65 3.95
  706 331.45 5.56
  708 337.61 3.59
  710 332.18 4.45
  712 331.68 4.19
  714 329.50 4.47
  716 333.84 6.19
  718 328.99 5.26
  720 335.17 2.58
  722 336.84 4.52
  724 332.76 2.92
  726 333.51 2.55
  728 329.88 4.31
  730 332.67 4.12
  732 332.73 3.47
  734 330.62 3.42
  736 332.01 3.05
  738 335.38 3.92
  740 335.46 2.75
  742 335.43 2.82
  744 328.28 3.93
  746 326.73 5.10
  748 332.40 3.65
  750 329.98 6.96
  752 336.49 3.34
  754 336.65 4.96
  756 333.19 3.14
  758 332.97 4.53
  760 328.67 3.76
  762 332.92 3.97
  764 332.11 3.19
  766 330.25 3.70
  768 333.15 3.14
  770 335.16 2.84
  772 334.25 4.34
  774 334.30 3.70
  776 327.16 5.47
  778 327.17 4.64
  780 328.93 4.25
  782 327.17 4.50
  784 334.65 3.94
  786 333.02 4.55
  788 334.55 4.00
  790 337.19 2.83
  792 330.70 4.03
  794 329.17 4.90
  796 335.80 6.12
  798 330.31 4.51
  800 331.54 3.50
  802 332.95 6.42
  804 334.47 3.69
  806 332.36 6.55
  808 330.14 4.46
  810 329.36 4.43
  812 331.64 4.85
  814 329.19 7.16
  816 334.87 3.95
  818 341.16 8.71
  820 336.91 3.08
  822 335.10 4.46
  824 333.14 5.28
  826 330.04 2.77
  828 332.31 4.56
  830 331.74 3.21
  832 327.33 5.33
  834 332.96 0.00
  836 329.69 4.71
  838 330.62 3.64
  840 332.79 2.05
  842 331.45 6.56
  844 329.93 3.87
  846 329.28 3.57
  848 336.16 2.39
  850 335.33 3.45
  852 334.15 3.44
  854 337.41 3.31
  856 332.94 4.25
  858 331.54 4.10
  860 331.82 5.14
  862 332.32 3.06
  864 335.13 3.83
  866 334.50 3.76
  868 332.15 3.92
  870 332.38 3.43
  872 328.72 3.74
  874 331.57 3.34
  876 331.85 5.51
  878 328.45 3.84
  880 334.01 3.20
  882 333.36 3.17
  884 332.49 4.01
  886 335.88 2.76
  888 331.27 3.60
  890 329.01 4.12
  892 329.91 3.40
  894 334.81 6.32
  896 333.79 5.32
  898 334.90 4.79
  900 333.08 6.01
  902 333.12 3.13
  904 325.97 4.82
  906 331.73 5.61
  908 332.42 5.45
  910 328.27 4.03
  912 336.26 3.06
  914 333.32 3.91
  916 333.19 3.84
  918 334.95 3.70
  920 331.26 7.53
  922 337.06 6.42
  924 334.23 2.90
  926 331.87 4.98
  928 332.15 3.38
  930 334.84 3.12
  932 335.55 3.61
  934 335.43 5.05
  936 328.04 3.30
  938 328.03 6.63
  940 332.98 3.65
  942 325.84 4.92
  944 341.15 2.96
  946 342.25 3.83
  948 343.62 1.80
  950 339.71 2.84
  952 334.95 3.77
  954 337.11 2.25
  956 335.67 5.14
  958 332.96 0.00
  960 337.53 3.18
  962 339.76 2.40
  964 336.86 3.36
  966 336.78 2.41
  968 335.23 4.98
  970 335.27 3.32
  972 337.87 2.73
  974 335.82 7.49
  976 327.68 3.65
  978 329.78 4.58
  980 335.76 4.54
  982 336.77 4.46
  984 327.61 4.18
  986 326.93 3.14
  988 331.47 3.58
  990 332.26 4.26
  992 331.71 3.08
  994 329.49 4.50
  996 329.70 4.78
  998 336.20 4.30
 1000 324.50 4.90
 1002 325.14 4.72
 1004 324.97 3.01
 1006 325.81 3.80
 1008 331.35 3.70
 1010 334.41 2.99
 1012 338.45 1.82
 1014 337.41 4.36
 1016 335.92 2.01
 1018 331.14 3.06
 1020 334.79 2.47
 1022 330.41 3.23
 1024 333.09 3.41
 1026 329.51 5.35
 1028 335.74 2.50
 1030 336.61 6.16
 1032 328.59 2.67
 1034 329.53 6.29
 1036 329.22 5.47
 1038 329.74 5.16
 1040 329.74 4.65
 1042 330.43 3.82
 1044 326.49 3.32
 1046 327.87 5.65
 1048 321.96 4.40
 1050 321.52 4.05
 1052 323.07 3.68
 1054 326.51 2.94
 1056 326.34 5.28
 1058 327.83 4.30
 1060 328.75 2.54
 1062 329.21 5.07
 1064 320.14 4.08
 1066 326.36 3.38
 1068 326.49 3.59
 1070 323.31 5.41
 1072 333.05 1.89
 1074 331.57 3.22
 1076 329.42 3.50
 1078 323.21 5.63
 1080 324.39 4.08
 1082 323.50 4.35
 1084 324.38 3.92
 1086 324.42 4.87
 1088 339.54 2.65
 1090 325.64 5.92
 1092 334.73 3.41
 1094 336.27 3.37
 1096 336.78 7.91
 1098 337.01 2.48
 1100 326.18 5.19
 1102 331.24 4.90
 1104 336.57 1.95
 1106 332.73 2.91
 1108 333.21 3.92
 1110 326.01 4.08
 1112 332.31 9.17
 1114 328.20 4.07
 1116 340.60 5.93
 1118 332.59 7.02
 1120 325.77 3.89
 1122 327.05 3.91
 1124 332.25 4.14
 1126 332.69 4.89
 1128 324.50 5.09
 1130 323.21 6.53
 1132 326.39 4.10
 1134 331.19 2.31
 1136 327.97 3.85
 1138 326.82 4.68
 1140 326.37 3.37
 1142 335.68 2.07
 1144 323.31 4.04
 1146 324.51 5.18
 1148 323.85 3.39
 1150 326.64 3.09
 1152 331.01 3.59
 1154 332.55 3.63
 1156 335.76 4.44
 1158 328.31 0.00
 1160 330.20 3.10
 1162 334.42 3.31
 1164 332.99 2.93
 1166 330.30 5.61
 1168 332.35 4.08
 1170 330.09 4.01
 1172 334.22 4.30
 1174 337.06 5.76
 1176 329.19 3.74
 1178 329.72 3.22
 1180 329.28 4.85
 1182 329.78 4.83
 1184 328.41 3.80
 1186 330.93 3.52
 1188 330.80 5.75
 1190 327.91 5.37
 1192 326.32 3.90
 1194 326.33 4.91
 1196 329.56 3.03
 1198 328.31 3.33
 1200 329.96 3.92
 1202 329.07 4.07
 1204 328.38 3.45
 1206 321.40 6.09
 1208 321.90 4.14
 1210 322.82 4.29
 1212 319.20 4.73
 1214 321.62 4.27
 1216 329.86 3.32
 1218 335.12 4.46
 1220 333.41 2.87
 1222 326.33 3.95
 1224 321.56 3.03
 1226 333.72 4.47
 1228 328.05 3.68
 1230 333.35 3.94
 1232 326.17 4.72
 1234 332.28 2.33
 1236 325.19 4.26
 1238 323.44 4.58
 1240 318.68 3.48
 1242 325.98 4.18
 1244 318.92 5.98
 1246 330.37 4.20
 1248 328.61 2.97
 1250 328.50 5.30
 1252 331.33 3.49
 1254 333.12 6.13
 1256 322.30 4.53
 1258 326.73 3.02
 1260 324.64 5.08
 1262 324.26 3.95
 1264 326.96 3.65
 1266 329.59 5.58
 1268 326.10 5.04
 1270 327.18 4.63
 1272 319.96 7.02
 1274 319.21 4.89
 1276 320.19 3.45
 1278 323.57 3.06
 1280 333.00 4.85
 1282 332.63 3.57
 1284 325.93 3.41
 1286 334.44 4.84
 1288 328.79 4.03
 1290 337.84 6.30
 1292 328.73 4.65
 1294 330.97 3.00
 1296 333.09 2.56
 1298 327.20 4.12
 1300 333.75 6.04
 1302 332.37 3.69
 1304 327.55 4.17
 1306 328.17 4.52
 1308 326.62 4.11
 1310 330.08 4.73
 1312 325.47 3.56
 1314 325.72 4.20
 1316 327.72 4.59
 1318 329.17 3.29
 1320 322.58 2.72
 1322 329.76 2.69
 1324 327.90 2.31
 1326 323.81 3.51
 1328 330.23 3.74
 1330 328.85 2.25
 1332 326.88 3.51
 1334 323.38 6.41
 1336 323.38 0.00
 1338 322.07 6.60
 1340 320.57 4.70
 1342 325.52 9.83
 1344 328.91 4.09
 1346 339.98 8.63
 1348 336.70 4.10
