           0           0           0           0  0.4440444    
           0           0           0           1  0.4255418    
           0           0           1           0  0.4944863    
           0           0           1           1  0.4571804    
           0           0           2           0  0.4599966    
           0           0           2           1  0.4621131    
           0           0           3           0  0.4427818    
           0           0           3           1  0.4134361    
           0           0           4           0  0.4725179    
           0           0           4           1  0.4700969    
           0           0           5           0  0.4855899    
           0           0           5           1  0.4602922    
           0           0           6           0  0.4663699    
           0           0           6           1  0.4819165    
           0           0           7           0  0.4187062    
           0           0           7           1  0.4268070    
           0           1           0           0  0.4139735    
           0           1           0           1  0.4047453    
           0           1           1           0  0.4442220    
           0           1           1           1  0.4545355    
           0           1           2           0  0.4817112    
           0           1           2           1  0.4776796    
           0           1           3           0  0.4470231    
           0           1           3           1  0.4759058    
           0           1           4           0  0.5020685    
           0           1           4           1  0.5199765    
           0           1           5           0  0.4559787    
           0           1           5           1  0.4914040    
           0           1           6           0  0.4820335    
           0           1           6           1  0.5201557    
           0           1           7           0  0.4502926    
           0           1           7           1  0.4564501    
           0           2           0           0  0.3967549    
           0           2           0           1  0.4650525    
           0           2           1           0  0.4526197    
           0           2           1           1  0.4561181    
           0           2           2           0  0.4507991    
           0           2           2           1  0.5002931    
           0           2           3           0  0.4359846    
           0           2           3           1  0.4561224    
           0           2           4           0  0.4790006    
           0           2           4           1  0.4717638    
           0           2           5           0  0.4895386    
           0           2           5           1  0.4690774    
           0           2           6           0  0.4991025    
           0           2           6           1  0.5167549    
           0           2           7           0  0.4759100    
           0           2           7           1  0.4495188    
           0           3           0           0  0.4212969    
           0           3           0           1  0.4349680    
           0           3           1           0  0.5203563    
           0           3           1           1  0.5060650    
           0           3           2           0  0.4528603    
           0           3           2           1  0.9863874    
           0           3           3           0  0.4677836    
           0           3           3           1  0.4580680    
           0           3           4           0  0.4832629    
           0           3           4           1  0.5022008    
           0           3           5           0  0.4971150    
           0           3           5           1  0.5000402    
           0           3           6           0  0.5374257    
           0           3           6           1  0.5333562    
           0           3           7           0  0.4692729    
           0           3           7           1  0.4675617    
           0           4           0           0  0.4418617    
           0           4           0           1  0.4225875    
           0           4           1           0  0.4928980    
           0           4           1           1  0.4814962    
           0           4           2           0  0.4999400    
           0           4           2           1  0.4836553    
           0           4           3           0  0.4682942    
           0           4           3           1  0.4852991    
           0           4           4           0  0.4703800    
           0           4           4           1  0.4649172    
           0           4           5           0  0.5002558    
           0           4           5           1  0.5072970    
           0           4           6           0  0.5374116    
           0           4           6           1  0.5351425    
           0           4           7           0  0.5000054    
           0           4           7           1  0.4756294    
           0           5           0           0  0.4698719    
           0           5           0           1  0.4724562    
           0           5           1           0  0.4783385    
           0           5           1           1  0.4873298    
           0           5           2           0  0.5009519    
           0           5           2           1  0.4686436    
           0           5           3           0  0.4698416    
           0           5           3           1  0.4490205    
           0           5           4           0  0.5066715    
           0           5           4           1  0.5049446    
           0           5           5           0  0.4926484    
           0           5           5           1  0.4887869    
           0           5           6           0  0.5321239    
           0           5           6           1  0.4635871    
           0           5           7           0  0.4929479    
           0           5           7           1  0.4650584    
           0           6           0           0  0.4633796    
           0           6           0           1  0.4463900    
           0           6           1           0  0.4620887    
           0           6           1           1  0.4724592    
           0           6           2           0  0.4713718    
           0           6           2           1  0.4560618    
           0           6           3           0  0.4257623    
           0           6           3           1  0.4527267    
           0           6           4           0  0.4717337    
           0           6           4           1  0.4409468    
           0           6           5           0  0.4900866    
           0           6           5           1  0.4809155    
           0           6           6           0  0.4997509    
           0           6           6           1  0.4905675    
           0           6           7           0  0.4543448    
           0           6           7           1  0.4713805    
           0           7           0           0  0.4348652    
           0           7           0           1  0.4611019    
           0           7           1           0  0.4646792    
           0           7           1           1  0.4980431    
           0           7           2           0  0.4712347    
           0           7           2           1  0.4869687    
           0           7           3           0  0.4619066    
           0           7           3           1  0.4810325    
           0           7           4           0  0.4664091    
           0           7           4           1  0.4816186    
           0           7           5           0  0.4720083    
           0           7           5           1  0.4909185    
           0           7           6           0  0.5307797    
           0           7           6           1  0.5290708    
           0           7           7           0  0.4512355    
