    0.0025  0.0034  0.0044
    0.0207  0.0188  0.0385
    0.0378  0.0336  0.0620
    0.0500  0.0462  0.0713
    0.0571  0.0537  0.0730
    0.0604  0.0582  0.0727
    0.0584  0.0586  0.0674
    0.0530  0.0556  0.0578
    0.0499  0.0519  0.0513
    0.0470  0.0460  0.0471
    0.0415  0.0404  0.0406
    0.0351  0.0370  0.0354
    0.0314  0.0343  0.0335
    0.0305  0.0301  0.0307
    0.0272  0.0262  0.0259
    0.0239  0.0249  0.0230
    0.0227  0.0234  0.0209
    0.0216  0.0215  0.0186
    0.0205  0.0203  0.0177
    0.0197  0.0191  0.0170
    0.0183  0.0177  0.0150
    0.0161  0.0161  0.0126
    0.0148  0.0151  0.0110
    0.0142  0.0147  0.0102
    0.0133  0.0143  0.0096
    0.0124  0.0139  0.0092
    0.0113  0.0132  0.0089
    0.0103  0.0112  0.0083
    0.0091  0.0091  0.0074
    0.0082  0.0083  0.0069
    0.0085  0.0077  0.0065
    0.0086  0.0075  0.0055
    0.0081  0.0074  0.0045
    0.0076  0.0071  0.0040
    0.0070  0.0070  0.0042
    0.0061  0.0066  0.0042
    0.0055  0.0059  0.0035
    0.0058  0.0057  0.0030
    0.0052  0.0056  0.0028
    0.0045  0.0051  0.0024
    0.0042  0.0049  0.0021
    0.0040  0.0047  0.0022
    0.0043  0.0044  0.0021
    0.0043  0.0044  0.0017
    0.0039  0.0042  0.0019
    0.0040  0.0040  0.0020
    0.0036  0.0035  0.0018
    0.0027  0.0026  0.0018
    0.0024  0.0022  0.0021
    0.0024  0.0024  0.0020
    0.0023  0.0024  0.0016
    0.0022  0.0020  0.0014
    0.0021  0.0020  0.0013
    0.0021  0.0023  0.0012
    0.0019  0.0026  0.0008
    0.0016  0.0026  0.0006
    0.0015  0.0020  0.0006
    0.0014  0.0018  0.0005
    0.0018  0.0018  0.0006
    0.0023  0.0015  0.0006
    0.0020  0.0013  0.0006
    0.0016  0.0013  0.0005
    0.0012  0.0015  0.0005
    0.0012  0.0017  0.0005
    0.0015  0.0016  0.0004
    0.0014  0.0016  0.0002
    0.0010  0.0015  0.0002
    0.0009  0.0013  0.0002
    0.0010  0.0011  0.0002
    0.0010  0.0009  0.0003
    0.0009  0.0008  0.0004
    0.0007  0.0009  0.0003
    0.0006  0.0008  0.0003
    0.0006  0.0006  0.0003
    0.0007  0.0005  0.0003
    0.0008  0.0007  0.0003
    0.0009  0.0006  0.0003
    0.0009  0.0005  0.0002
    0.0006  0.0005  0.0002
    0.0005  0.0006  0.0002
    0.0003  0.0005  0.0002
    0.0005  0.0003  0.0003
    0.0007  0.0004  0.0003
    0.0007  0.0006  0.0002
    0.0006  0.0006  0.0002
    0.0004  0.0006  0.0002
    0.0004  0.0005  0.0002
    0.0004  0.0003  0.0001
    0.0006  0.0003  0.0001
    0.0006  0.0002  0.0001
    0.0004  0.0003  0.0001
    0.0003  0.0003  0.0001
    0.0004  0.0003  0.0002
    0.0004  0.0003  0.0002
    0.0003  0.0003  0.0002
    0.0002  0.0002  0.0001
    0.0002  0.0002  0.0001
    0.0004  0.0002  0.0001
    0.0003  0.0002  0.0001
    0.0003  0.0001  0.0001
    0.0062  0.0076  0.0031
