    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0002  0.0002
    0.0006  0.0006
    0.0016  0.0016
    0.0035  0.0035
    0.0055  0.0055
    0.0058  0.0058
    0.0066  0.0066
    0.0090  0.0090
    0.0097  0.0097
    0.0098  0.0098
    0.0106  0.0106
    0.0104  0.0104
    0.0093  0.0093
    0.0088  0.0088
    0.0082  0.0082
    0.0084  0.0084
    0.0104  0.0104
    0.0124  0.0124
    0.0147  0.0147
    0.0171  0.0171
    0.0186  0.0186
    0.0198  0.0198
    0.0218  0.0218
    0.0232  0.0232
    0.0258  0.0258
    0.0296  0.0296
    0.0318  0.0318
    0.0322  0.0322
    0.0313  0.0313
    0.0317  0.0317
    0.0337  0.0337
    0.0349  0.0349
    0.0340  0.0340
    0.0309  0.0309
    0.0279  0.0279
    0.0266  0.0266
    0.0262  0.0262
    0.0254  0.0254
    0.0249  0.0249
    0.0231  0.0231
    0.0200  0.0200
    0.0181  0.0181
    0.0166  0.0166
    0.0161  0.0161
    0.0151  0.0151
    0.0119  0.0119
    0.0105  0.0105
    0.0111  0.0111
    0.0098  0.0098
    0.0072  0.0072
    0.0065  0.0065
    0.0075  0.0075
    0.0072  0.0072
    0.0064  0.0064
    0.0061  0.0061
    0.0057  0.0057
    0.0054  0.0054
    0.0053  0.0053
    0.0051  0.0051
    0.0046  0.0046
    0.0046  0.0046
    0.0042  0.0042
    0.0035  0.0035
    0.0035  0.0035
    0.0030  0.0030
    0.0022  0.0022
    0.0021  0.0021
    0.0024  0.0024
    0.0022  0.0022
    0.0016  0.0016
    0.0017  0.0017
    0.0020  0.0020
    0.0021  0.0021
    0.0015  0.0015
    0.0012  0.0012
    0.0016  0.0016
    0.0020  0.0020
    0.0019  0.0019
    0.0019  0.0019
    0.0019  0.0019
    0.0015  0.0015
    0.0005  0.0005
    0.0338  0.0338
