  36 478 479 483 484 485 488 489 490 492
 493 497 498 499 501 502 504 505 520 539
 541 542 546 547 549 550 552 553 555 556
 558 559 563 636 637 639 641
  DIST. EN ENERGIE 2 FILS                               
    416      8     40    497   3352  13404  30665  45522  50648  46874
  39643  31563  24905  19034  14773  11637   9257   7274   5854   4876
   3990   3323   2895   2392   2069   1788   1554   1448   1232   1099
    973    839    795    736    644    560    564    470    442    424
    365    383    286    295    266    241    243    211    160    189
    176    167    144    107    120    116    122    107     96    105
     78     87     63     58     34     47     48     44     36     26
     28     28     37     29     21     16     13     17     14     18
     12     12     10     13     11      9      4      4      6      7
      3      3      5      2      0      1      5      1      2     32
     22      0      2      1     10     50    201    541    839   1203
   1424   1700   1882   2242   2536   2776   3038   3108   3451   3552
   3748   3728   3964   3865   4002   4130   3938   3984   4000   3881
   3709   3569   3459   3401   3365   3127   3097   2878   2809   2660
   2387   2268   2182   2079   1961   1793   1646   1551   1477   1345
   1242   1163   1078   1048    958    859    790    736    637    567
    536    505    439    425    379    329    330    255    274    219
    212    209    198    169    177    126    125    122    103    106
     88     61     62     56     52     56     49     42     35     38
     37     25     26     24     20     27     25     17     12    162
   2697      6     13    210   2672  13905  33319  48602  52709  47576
  38476  30102  22864  17653  13642  10610   8549   6789   5475   4587
   3801   3128   2634   2407   2016   1775   1581   1321   1230   1050
    981    846    811    669    655    562    516    489    442    424
    387    340    332    291    296    248    235    235    194    204
    148    194    158    137    145    153    125    110    132    109
    102    103     89     66     71     66     68     62     63     47
     42     46     48     29     34     20     25     28     19     19
     18     21     22     10     14     10      8     15     15      6
      8      8      6      6      2      5      9      3      4     58
     17      1      0      1     15     96    296    714   1264   1655
   2089   2367   2616   2945   3329   3577   3868   4036   4248   4321
   4398   4481   4520   4531   4478   4356   4100   4153   3948   3882
   3682   3432   3428   2983   2987   2731   2664   2417   2198   2103
   1949   1863   1681   1618   1468   1404   1245   1097   1063   1026
    919    784    695    711    668    560    535    434    428    376
    376    316    301    269    263    237    220    201    194    172
    130    148    124    120    107     97     90     79     78     60
     60     49     57     43     59     45     36     25     31     30
     24     23     27     14     23     19     24     19     17    153
   2443     41     46    162   1370   8876  27186  45331  52366  48833
  40182  31592  24474  19013  14666  11476   9013   7461   5967   5043
   4165   3459   2946   2577   2179   2014   1701   1505   1359   1181
   1076   1039    868    794    749    682    644    577    552    491
    436    445    408    391    316    304    276    289    264    258
    213    214    201    191    151    142    161    164    131    131
    117    120    107     98     99     90     88     85     85     67
     71     53     81     58     52     55     41     42     53     29
     43     42     27     27     36     23     26     20     41     24
     23     22     11     19     15      9     11     14     10    143
     21      2      4      4      7     42    191    572   1164   1689
   1925   2284   2498   2784   3071   3294   3636   3916   3960   4088
   4105   4189   4235   4329   4225   4155   4063   3809   3801   3701
   3645   3369   3185   3170   2918   2819   2644   2570   2412   2151
   2102   1892   1808   1684   1662   1454   1333   1300   1173   1119
   1016    963    940    808    766    679    628    560    552    471
    439    407    388    354    323    304    303    280    255    233
    185    207    163    169    149    150    128    136    101     97
     92     90     82     92     77     63     62     62     63     56
     47     47     44     40     35     25     37     29     33    407
   163.781   163.381   173.555     0.000     0.000     0.000
   460.857   418.433   441.342     0.000     0.000     0.000
     0.028     0.032     0.041     0.000     0.000     0.000
     0.348     0.317     0.392     0.000     0.000     0.000
