     1536.0     24.0     16.0      4.0
     -4.000    6.000   19.000   38.000    9.500   20.200
     1534.0   1509.0   1525.0   1520.0
     1494.0   1527.0   1495.0   1499.0
     1477.0   1505.0   1486.0   1519.0
     1501.0   1513.0   1246.0   1532.0
     1449.0   1530.0   1496.0   1531.0
     1391.0   1503.0   1462.0   1516.0
     1518.0   1510.0   1416.0   1536.0
     1409.0   1478.0   1487.0   1524.0
     1450.0   1515.0   1492.0   1533.0
     1374.0   1504.0   1517.0   1535.0
     1461.0   1490.0   1469.0   1522.0
     1502.0   1526.0   1380.0   1529.0
     1464.0   1506.0   1523.0   1528.0
     1466.0   1489.0   1511.0   1514.0
     1500.0   1493.0   1481.0   1497.0
     1508.0   1433.0   1482.0   1521.0
     1209.0   1442.0   1456.0   1386.0
     1208.0   1367.0   1413.0   1301.0
     1299.0   1407.0   1225.0   1224.0
     1397.0   1271.0   1389.0   1290.0
     1368.0   1233.0   1451.0   1343.0
     1353.0   1421.0   1040.0   1277.0
     1260.0   1378.0   1273.0   1083.0
     1174.0   1394.0   1349.0   1313.0
     1254.0   1401.0   1281.0   1352.0
     1264.0   1388.0   1214.0   1331.0
     1372.0   1359.0   1430.0   1382.0
     1242.0   1275.0   1423.0   1286.0
     1429.0   1395.0   1392.0   1428.0
     1498.0   1444.0   1417.0   1337.0
     1507.0   1463.0   1336.0   1480.0
     1483.0   1467.0   1484.0   1381.0
     1210.0   1354.0   1329.0    530.0
     1157.0   1191.0   1347.0   1138.0
     1200.0    910.0   1350.0   1302.0
     1155.0   1328.0   1285.0   1117.0
     1300.0   1309.0   1326.0    907.0
     1190.0   1169.0   1262.0   1168.0
     1245.0   1095.0   1346.0   1202.0
     1113.0   1088.0   1362.0   1267.0
     1154.0   1087.0   1399.0   1176.0
     1167.0   1175.0   1366.0   1257.0
     1220.0   1131.0   1339.0   1256.0
     1166.0   1130.0   1373.0   1255.0
     1121.0    965.0   1315.0   1084.0
     1447.0   1295.0   1420.0   1239.0
     1453.0   1457.0   1452.0   1377.0
     1512.0   1419.0   1414.0   1342.0
     1015.0   1107.0   1029.0    405.0
      976.0   1185.0   1140.0   1079.0
     1106.0   1128.0   1039.0    974.0
     1105.0   1197.0   1127.0    796.0
     1151.0    973.0   1126.0   1027.0
     1204.0    939.0   1183.0    892.0
     1103.0   1102.0   1351.0   1008.0
     1035.0   1101.0   1074.0    959.0
      890.0    986.0   1269.0   1161.0
     1143.0    640.0   1304.0   1160.0
     1056.0    638.0   1195.0   1006.0
     1294.0   1055.0   1213.0   1293.0
     1412.0   1212.0   1311.0   1073.0
     1400.0   1122.0   1203.0   1248.0
     1443.0   1408.0   1272.0   1211.0
     1476.0   1411.0   1330.0    780.0
      923.0    558.0   1120.0    913.0
      628.0   1201.0   1070.0   1228.0
      912.0   1049.0   1237.0    777.0
      972.0    446.0   1047.0    998.0
     1180.0    775.0    619.0    237.0
      885.0    922.0   1261.0    921.0
      584.0    362.0    995.0    612.0
     1226.0   1021.0   1230.0    823.0
     1066.0    953.0   1158.0    909.0
      821.0   1091.0   1318.0    769.0
     1236.0   1116.0   1345.0   1019.0
