    0.0002  0.0003  0.0001
    0.0013  0.0149  0.0055
    0.0082  0.0415  0.0199
    0.0226  0.0696  0.0422
    0.0396  0.0836  0.0671
    0.0530  0.0827  0.0843
    0.0581  0.0754  0.0905
    0.0586  0.0669  0.0880
    0.0571  0.0579  0.0784
    0.0516  0.0488  0.0672
    0.0461  0.0406  0.0562
    0.0415  0.0350  0.0452
    0.0364  0.0306  0.0365
    0.0326  0.0271  0.0317
    0.0302  0.0241  0.0287
    0.0280  0.0217  0.0245
    0.0246  0.0207  0.0204
    0.0203  0.0194  0.0180
    0.0181  0.0173  0.0163
    0.0184  0.0151  0.0141
    0.0187  0.0130  0.0122
    0.0174  0.0120  0.0115
    0.0151  0.0120  0.0114
    0.0143  0.0119  0.0102
    0.0151  0.0110  0.0092
    0.0153  0.0089  0.0084
    0.0145  0.0076  0.0067
    0.0127  0.0071  0.0052
    0.0100  0.0069  0.0053
    0.0084  0.0077  0.0062
    0.0087  0.0076  0.0058
    0.0089  0.0062  0.0050
    0.0086  0.0047  0.0047
    0.0079  0.0041  0.0040
    0.0070  0.0049  0.0035
    0.0071  0.0048  0.0040
    0.0076  0.0039  0.0041
    0.0078  0.0040  0.0034
    0.0083  0.0044  0.0032
    0.0078  0.0042  0.0032
    0.0065  0.0040  0.0030
    0.0057  0.0040  0.0027
    0.0063  0.0036  0.0024
    0.0070  0.0025  0.0020
    0.0063  0.0020  0.0017
    0.0054  0.0022  0.0014
    0.0047  0.0025  0.0018
    0.0040  0.0026  0.0024
    0.0036  0.0026  0.0018
    0.0037  0.0022  0.0011
    0.0036  0.0013  0.0010
    0.0034  0.0010  0.0011
    0.0034  0.0008  0.0008
    0.0033  0.0006  0.0007
    0.0032  0.0009  0.0009
    0.0026  0.0011  0.0010
    0.0019  0.0011  0.0011
    0.0020  0.0013  0.0010
    0.0025  0.0012  0.0007
    0.0025  0.0011  0.0004
    0.0023  0.0011  0.0003
    0.0021  0.0012  0.0004
    0.0023  0.0010  0.0004
    0.0022  0.0008  0.0003
    0.0021  0.0009  0.0002
    0.0021  0.0008  0.0002
    0.0017  0.0009  0.0002
    0.0015  0.0008  0.0002
    0.0015  0.0005  0.0002
    0.0016  0.0005  0.0002
    0.0016  0.0004  0.0002
    0.0015  0.0003  0.0002
    0.0013  0.0003  0.0002
    0.0013  0.0004  0.0002
    0.0014  0.0003  0.0002
    0.0011  0.0003  0.0002
    0.0009  0.0004  0.0002
    0.0012  0.0005  0.0002
    0.0012  0.0004  0.0002
    0.0008  0.0003  0.0002
    0.0007  0.0002  0.0002
    0.0008  0.0002  0.0002
    0.0008  0.0002  0.0002
    0.0006  0.0002  0.0002
    0.0005  0.0002  0.0002
    0.0007  0.0002  0.0002
    0.0008  0.0002  0.0002
    0.0007  0.0003  0.0002
    0.0005  0.0003  0.0003
    0.0004  0.0003  0.0003
    0.0005  0.0002  0.0002
    0.0005  0.0002  0.0002
    0.0004  0.0003  0.0002
    0.0005  0.0003  0.0002
    0.0006  0.0003  0.0002
    0.0006  0.0002  0.0002
    0.0005  0.0002  0.0002
    0.0004  0.0002  0.0002
    0.0004  0.0002  0.0002
    0.0002  0.0002  0.0001
    0.0092  0.0019  0.0003
