    0.0002  0.0006  0.0002
    0.0017  0.0113  0.0080
    0.0068  0.0271  0.0210
    0.0156  0.0422  0.0328
    0.0235  0.0493  0.0432
    0.0283  0.0513  0.0527
    0.0316  0.0511  0.0539
    0.0332  0.0476  0.0517
    0.0346  0.0429  0.0512
    0.0333  0.0379  0.0478
    0.0296  0.0354  0.0429
    0.0283  0.0351  0.0399
    0.0285  0.0323  0.0372
    0.0278  0.0285  0.0341
    0.0261  0.0254  0.0305
    0.0237  0.0238  0.0284
    0.0220  0.0245  0.0280
    0.0226  0.0241  0.0264
    0.0224  0.0223  0.0237
    0.0203  0.0211  0.0203
    0.0189  0.0189  0.0177
    0.0183  0.0164  0.0164
    0.0176  0.0148  0.0154
    0.0170  0.0144  0.0140
    0.0168  0.0159  0.0134
    0.0163  0.0156  0.0147
    0.0155  0.0134  0.0142
    0.0151  0.0124  0.0119
    0.0140  0.0115  0.0106
    0.0131  0.0108  0.0098
    0.0126  0.0105  0.0097
    0.0116  0.0101  0.0089
    0.0128  0.0102  0.0074
    0.0140  0.0102  0.0071
    0.0125  0.0088  0.0079
    0.0114  0.0083  0.0078
    0.0112  0.0081  0.0076
    0.0112  0.0070  0.0076
    0.0110  0.0066  0.0067
    0.0099  0.0070  0.0061
    0.0090  0.0071  0.0057
    0.0088  0.0060  0.0053
    0.0083  0.0055  0.0058
    0.0080  0.0058  0.0054
    0.0079  0.0054  0.0037
    0.0076  0.0053  0.0027
    0.0078  0.0055  0.0031
    0.0079  0.0047  0.0040
    0.0070  0.0041  0.0046
    0.0058  0.0037  0.0044
    0.0058  0.0033  0.0041
    0.0058  0.0039  0.0036
    0.0055  0.0041  0.0027
    0.0061  0.0036  0.0023
    0.0067  0.0033  0.0026
    0.0057  0.0028  0.0027
    0.0048  0.0022  0.0023
    0.0052  0.0022  0.0020
    0.0049  0.0022  0.0023
    0.0038  0.0023  0.0030
    0.0038  0.0023  0.0032
    0.0045  0.0020  0.0025
    0.0045  0.0017  0.0018
    0.0042  0.0018  0.0016
    0.0039  0.0024  0.0016
    0.0036  0.0023  0.0014
    0.0032  0.0016  0.0014
    0.0031  0.0014  0.0012
    0.0034  0.0015  0.0011
    0.0034  0.0013  0.0008
    0.0033  0.0013  0.0009
    0.0034  0.0016  0.0012
    0.0031  0.0015  0.0009
    0.0025  0.0012  0.0008
    0.0024  0.0010  0.0007
    0.0023  0.0009  0.0005
    0.0021  0.0010  0.0005
    0.0018  0.0010  0.0007
    0.0017  0.0010  0.0008
    0.0020  0.0012  0.0007
    0.0022  0.0011  0.0005
    0.0020  0.0010  0.0007
    0.0019  0.0009  0.0008
    0.0020  0.0007  0.0007
    0.0022  0.0005  0.0003
    0.0018  0.0006  0.0003
    0.0015  0.0007  0.0003
    0.0017  0.0007  0.0004
    0.0017  0.0004  0.0004
    0.0015  0.0004  0.0004
    0.0013  0.0005  0.0003
    0.0011  0.0005  0.0003
    0.0010  0.0005  0.0003
    0.0012  0.0006  0.0004
    0.0014  0.0007  0.0003
    0.0013  0.0007  0.0003
    0.0013  0.0005  0.0003
    0.0010  0.0004  0.0003
    0.0008  0.0005  0.0003
    0.0008  0.0001  0.0002
    0.0342  0.0081  0.0055
