  28 477 482 486 491 495 500 503 519 529
 530 531 532 533 534 535 536 537 540 543
 545 548 551 554 557 608 622 635 640
  NB. DE CL.1*EN. TOT                                   
   3234     26     33    191   1095   5465  15515  23679  23817  16818
   9035   3755   1283    355    116     28     11      2      1      0
      0      0      1      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      1      2     11    121    741   3167   8056  13193
  15219  13683  10368   7160   4858   3336   2333   1741   1225   1001
    782    601    516    419    341    310    257    247    187    179
    160    130    119    123    122     82     85     52     59     44
     47     47     26     34     34     31     29     21     19     22
     17     12      9      9     15     12      8      6      3      7
      4     11      4      4      2      6      2      4      1      0
      2      3      2      1      2      2      1      0      2      0
      0      2      2      0      1      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      1      8     53    281    854
   1881   3145   3806   3956   3609   3002   2393   1938   1529   1172
    953    756    599    487    403    366    291    233    254    224
    186    183    132    140    128    116     98    140     97     87
     74     84     63     65     57     61     43     31     44     43
     47     42     29     31     32     30     23     24     17     15
     20     11     14     20      5     13      7     17      6     12
      7      5      9      3      6      3      2      3      3      0
      8      2      4      0      0      2      1      2      1      0
      0      0      0      2      1      0      0      0      1      4
      0      0      0      0      0      0      2      9     37     98
    170    300    408    575    709    784    763    742    642    579
    496    439    377    300    255    239    180    172    164    127
    119    114     98     94     84     70     58     63     65     48
     56     49     48     45     56     40     46     34     42     39
     33     31     31     26     32     28     42     24     22     20
     19     21     15     14     19     12     19     15     14      9
      5      9      5      5      4     13     14      9      8      5
      4      6      7      5      6      3      4      1      2      3
      4      2      3      1      2      0      2      0      2      8
      0      0      0      0      0      0      0      1      5     15
     60     72    108    106    144    140    157    140    160    187
    164    157    153    141    139    131    100    103     95     74
     75     65     63     53     47     59     37     39     44     45
     41     28     23     26     29     20     27     27     24     28
     21     17     17     21     18     20     21     21     20     12
     13     18     15     17     18     13     22     12     14     13
     11      7     14      9     11      1      5     10      7      8
      5      4      8      8      8      2      3      7      2      6
      3      7      1      4      0      2      0      0      0     20
      0      0      0      0      0      0      0      0      1      1
     16     34     41     51     43     68     43     41     43     64
     68     52     51     63     48     41     49     45     36     39
     33     27     35     35     27     20     26     19     28     25
     20     19     15     20     18     19     21     18      9     14
     16      7     18     13     21     17     15     13     11     12
     12      6     11     10     11      8      6     13     15      8
      8     11      7     16      7      7      7      4      4      4
      8      3     10      3      4      3      7     10      4      2
      1      6      1      3      1      2      3      5      1     24
      0      0      0      0      0      0      0      1      0      1
      2      7     10     16      8     16     18     18     20     20
     26     23     20     26     21     19     19     23     28     16
     14     17     16      8     20     18     13     17     11     14
     15     13     13     11     11      9      6      7     10      7
      5      1      6     10      6      2     10      9      8      6
      9      5      5     10     11      4      4      5      2      6
      5      6      2      5      1      6      4      3      6      3
      8     11      2      4      6      4      6      5      1      5
      6      2      3      2      4      0      3      3      4     25
      0      0      0      0      0      0      0      0      0      0
      1      3      2      5      8     10      8      6      5      7
     11      3      6     13      7      9      5     10      7     12
     14      9      8      8      7      9      7      8      5      8
     10      6      4      7      8      7      1      5      5      5
      6      4      4      5      7      8      6      2      7      4
      2      2      4      7      7      7      5      6      4      2
      3      1      5      2      3      2      2      8      5      5
      2      2      3      1      1      4      3      6      2      3
      1      2      2      4      2      3      0      2      1     33
      0      0      0      0      0      0      0      0      0      0
      0      0      0      2      0      1      1      1      3      2
      3      1      4      3      5      4      4      1      4      6
      3      4      4      1      4      4      3      1      0      5
      1      0      4      5      6      1      1      1      0      2
      3      2      4      1      3      3      2      3      1      1
      2      2      0      0      1      1      2      0      2      1
      3      3      2      2      3      1      4      4      0      1
      1      2      2      3      2      1      1      1      2      1
      3      1      0      1      1      1      1      0      2     16
      0      0      0      0      0      0      0      0      0      0
      1      0      0      1      1      0      0      0      1      0
      4      0      4      3      4      0      4      3      4      3
      0      5      2      2      1      6      3      2      1      2
      1      1      2      2      1      2      4      5      2      3
      1      0      3      3      1      2      2      3      3      2
      1      2      2      0      1      0      2      0      2      0
      3      2      1      1      0      2      1      4      1      1
      4      0      2      3      2      1      1      1      1      0
      0      1      3      1      1      1      1      2      1     16
     23      1      2      4     11     59    146    326    546    603
    512    355    161     64     15     10      2      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      2      4      7     41    152    345
    600    915    990    948    968    911    857    778    693    631
    503    419    394    308    245    205    181    174    126    120
     96     81     77     45     52     52     30     49     27     28
     27     23     19     11     10     10      8      7     11      3
      7      4      6      4      3      3      3      1      3      2
      3      2      2      0      0      0      1      0      1      3
      0      0      0      0      0      0      2      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      7     22
     72    166    327    511    647    840    950   1168   1206   1195
   1313   1319   1210   1122   1082    961    919    841    767    672
    585    560    453    382    365    317    274    251    242    181
    164    138    103    101    110     70     90     62     56     37
     45     38     35     34     21     28     22     17     11     12
      9     15     10      7     10      3      7      6      6      3
      3      3      6      1      1      4      2      2      1      0
      1      1      1      1      0      2      1      0      0      0
      1      0      0      0      0      1      0      0      1      0
      0      0      0      0      0      0      0      0      0      3
      4     11     34     54    130    196    300    394    506    643
    743    892    912   1058   1123   1093   1102   1128   1059   1061
    987    934    827    807    721    645    634    559    511    460
    392    372    309    256    255    203    185    185    165    146
    141    120     96     97     93     69     48     60     43     46
     50     44     34     24     23     22     21     23     15     21
     17     18     18     11     15      6      8     12      9      5
      5      1      6      5      0      2      2      4      2      1
