  57262 -.2316 .0012   0.1782 .0012     5.60  0.00    -2.90  0.00   1290  343.90
  57264 -.2332 .0011   0.1802 .0011     5.60  0.00    -2.90  0.00   1480  344.01
  57268 -.2332 .0010   0.1786 .0010     5.60  0.00    -2.90  0.00   1405  344.18
  57270 -.2371 .0011   0.1772 .0011     5.60  0.00    -2.90  0.00   1506  344.26
  57272 -.2331 .0011   0.1817 .0010     5.60  0.00    -2.90  0.00   1537  344.44
  57275 -.2354 .0018   0.1806 .0018     5.60  0.00    -2.90  0.00    532  344.54
  57322 -.2281 .0013   0.1845 .0013     5.60  0.00    -2.90  0.00   1143  345.12
  57335 -.2273 .0012   0.1789 .0012     5.60  0.00    -2.90  0.00   1286  345.48
  57337 -.2296 .0010   0.1756 .0011     5.60  0.00    -2.90  0.00   1478  345.51
  57339 -.2308 .0010   0.1810 .0010     5.60  0.00    -2.90  0.00   1489  345.60
  57360 -.2302 .0011   0.1795 .0011     5.60  0.00    -2.90  0.00   1401  345.80
  57361 -.2286 .0012   0.1805 .0012     5.60  0.00    -2.90  0.00   1363  345.87
  57423 -.2282 .0011   0.1800 .0011     5.60  0.00    -2.90  0.00   1325  346.95
  57425 -.2293 .0011   0.1807 .0011     5.60  0.00    -2.90  0.00   1327  347.01
  57427 -.2286 .0010   0.1797 .0010     5.60  0.00    -2.90  0.00   1568  347.27
  57437 -.2278 .0012   0.1840 .0011     5.60  0.00    -2.90  0.00   1303  347.64
  57443 -.2274 .0010   0.1840 .0010     5.60  0.00    -2.90  0.00   1524  347.88
  57451 -.2261 .0012   0.1864 .0011     5.60  0.00    -2.90  0.00   1390  348.10
  57454 -.2281 .0011   0.1852 .0011     5.60  0.00    -2.90  0.00   1452  348.26
  57455 -.2257 .0010   0.1859 .0011     5.60  0.00    -2.90  0.00   1519  348.36
  57496 -.2254 .0011   0.1768 .0011     5.60  0.00    -2.90  0.00   1423  348.81
  57498 -.2292 .0011   0.1844 .0011     5.60  0.00    -2.90  0.00   1448  348.87
  57500 -.2279 .0010   0.1781 .0010     5.60  0.00    -2.90  0.00   1626  349.14
  57512 -.2219 .0011   0.1767 .0011     5.60  0.00    -2.90  0.00   1591  349.37
  57545 -.2266 .0011   0.1846 .0010     5.60  0.00    -2.90  0.00   1583  349.78
  57547 -.2289 .0010   0.1826 .0010     5.60  0.00    -2.90  0.00   1602  349.87
  57609 -.2274 .0010   0.1906 .0010     5.60  0.00    -2.90  0.00   1570  350.73
  57611 -.2258 .0011   0.1868 .0011     5.60  0.00    -2.90  0.00   1445  350.81
  57636 -.2232 .0013   0.1979 .0012     5.60  0.00    -2.90  0.00   1218  351.32
  57637 -.2290 .0012   0.1914 .0011     5.60  0.00    -2.90  0.00   1372  351.47
  57638 -.2277 .0011   0.1920 .0011     5.60  0.00    -2.90  0.00   1466  351.59
  57659 -.2268 .0012   0.1901 .0012     5.60  0.00    -2.90  0.00   1270  351.95
  57660 -.2295 .0012   0.1939 .0012     5.60  0.00    -2.90  0.00   1347  352.12
  57680 -.2299 .0011   0.1896 .0011     5.60  0.00    -2.90  0.00   1463  352.62
  57686 -.2262 .0012   0.1935 .0012     5.60  0.00    -2.90  0.00   1352  352.75
  57688 -.2270 .0012   0.1924 .0012     5.60  0.00    -2.90  0.00   1340  352.96
  57711 -.2247 .0011   0.1946 .0011     5.60  0.00    -2.90  0.00   1481  353.54
  57756 -.2303 .0011   0.1921 .0012     5.60  0.00    -2.90  0.00   1379  353.95
  57757 -.2313 .0010   0.1924 .0010     5.60  0.00    -2.90  0.00   1559  354.01
  57758 -.2311 .0010   0.1921 .0010     5.60  0.00    -2.90  0.00   1699  354.18
  57759 -.2265 .0010   0.1933 .0010     5.60  0.00    -2.90  0.00   1744  354.29
  57950 -.2263 .0010   0.1739 .0011     5.60  0.00    -2.90  0.00   1644  356.35
  57951 -.2287 .0010   0.1754 .0010     5.60  0.00    -2.90  0.00   1680  356.50
  57952 -.2306 .0010   0.1795 .0010     5.60  0.00    -2.90  0.00   1802  356.59
  58002 -.2269 .0011   0.1775 .0011     5.60  0.00    -2.90  0.00   1480  357.50
  58004 -.2307 .0010   0.1740 .0010     5.60  0.00    -2.90  0.00   1678  357.53
  58006 -.2331 .0011   0.1803 .0010     5.60  0.00    -2.90  0.00   1610  357.62
  58008 -.2306 .0010   0.1779 .0010     5.60  0.00    -2.90  0.00   1666  357.80
  58014 -.2300 .0010   0.1781 .0010     5.60  0.00    -2.90  0.00   1605  357.89
  58018 -.2292 .0010   0.1805 .0010     5.60  0.00    -2.90  0.00   1756  357.96
  58020 -.2296 .0010   0.1804 .0009     5.60  0.00    -2.90  0.00   1843  358.06
  58056 -.2297 .0010   0.1748 .0010     5.60  0.00    -2.90  0.00   1811  358.81
  58059 -.2267 .0013   0.1727 .0012     5.60  0.00    -2.90  0.00    965  358.94
  58076 -.2226 .0008   0.1849 .0008     5.60  0.00    -2.90  0.00   2529  359.70
  58078 -.2308 .0008   0.1826 .0009     5.60  0.00    -2.90  0.00   2142  359.76
  58114 -.2330 .0009   0.1816 .0009     5.60  0.00    -2.90  0.00   1873  360.61
  58124 -.2297 .0009   0.1808 .0009     5.60  0.00    -2.90  0.00   1908  360.71
  58168 -.2302 .0010   0.1568 .0010     5.60  0.00    -2.90  0.00   1605  362.41
  58169 -.2336 .0009   0.1572 .0009     5.60  0.00    -2.90  0.00   1921  362.56
  58192 -.2377 .0009   0.1548 .0010     5.60  0.00    -2.90  0.00   1781  363.00
  58193 -.2402 .0010   0.1570 .0010     5.60  0.00    -2.90  0.00   1673  363.04
  58203 -.2379 .0009   0.1569 .0010     5.60  0.00    -2.90  0.00   1890  363.11
  58209 -.2344 .0008   0.1594 .0008     5.60  0.00    -2.90  0.00   2294  363.41
  58225 -.2280 .0013   0.1593 .0013     5.60  0.00    -2.90  0.00   1140  363.75
  58226 -.2294 .0011   0.1600 .0011     5.60  0.00    -2.90  0.00   1495  363.81
  58227 -.2299 .0011   0.1631 .0011     5.60  0.00    -2.90  0.00   1539  363.94
  58235 -.2311 .0010   0.1629 .0009     5.60  0.00    -2.90  0.00   1731  364.09
  58250 -.2224 .0013   0.1545 .0014     5.60  0.00    -2.90  0.00   1136  364.33
  58251 -.2277 .0011   0.1608 .0011     5.60  0.00    -2.90  0.00   1464  364.44
  58254 -.2284 .0010   0.1588 .0010     5.60  0.00    -2.90  0.00   1593  364.56
  58255 -.2258 .0010   0.1635 .0010     5.60  0.00    -2.90  0.00   1775  364.68
  58354 -.2288 .0014   0.1591 .0014     5.60  0.00    -2.90  0.00    955  365.61
  58362 -.2298 .0013   0.1600 .0012     5.60  0.00    -2.90  0.00   1171  365.72
  58364 -.2249 .0011   0.1552 .0011     5.60  0.00    -2.90  0.00   1572  366.07
  58377 -.2268 .0011   0.1556 .0010     5.60  0.00    -2.90  0.00   1465  366.20
  58378 -.2280 .0010   0.1550 .0010     5.60  0.00    -2.90  0.00   1700  366.36
  58381 -.2260 .0011   0.1551 .0010     5.60  0.00    -2.90  0.00   1459  366.49
  58415 -.2323 .0010   0.1598 .0010     5.60  0.00    -2.90  0.00   1679  367.18
  58416 -.2258 .0013   0.1543 .0013     5.60  0.00    -2.90  0.00   1095  367.24
  58417 -.2245 .0011   0.1559 .0012     5.60  0.00    -2.90  0.00   1496  367.36
  58418 -.2274 .0009   0.1571 .0009     5.60  0.00    -2.90  0.00   1904  367.53
  58438 -.2293 .0013   0.1550 .0013     5.60  0.00    -2.90  0.00   1276  367.88
  58440 -.2313 .0012   0.1576 .0012     5.60  0.00    -2.90  0.00   1236  367.93
  58442 -.2292 .0011   0.1552 .0011     5.60  0.00    -2.90  0.00   1533  368.03
  58445 -.2309 .0009   0.1571 .0009     5.60  0.00    -2.90  0.00   1857  368.21
  58448 -.2271 .0010   0.1576 .0010     5.60  0.00    -2.90  0.00   1624  368.24
  58455 -.2315 .0009   0.1585 .0009     5.60  0.00    -2.90  0.00   1857  368.34
  58458 -.2248 .0009   0.1561 .0009     5.60  0.00    -2.90  0.00   1926  368.55
  58481 -.2310 .0010   0.1586 .0010     5.60  0.00    -2.90  0.00   1676  368.74
  58486 -.2272 .0014   0.1596 .0014     5.60  0.00    -2.90  0.00   1085  368.94
  58487 -.2299 .0010   0.1602 .0011     5.60  0.00    -2.90  0.00   1471  369.10
  58488 -.2305 .0010   0.1640 .0011     5.60  0.00    -2.90  0.00   1698  369.27
  58519 -.2280 .0013   0.1626 .0013     5.60  0.00    -2.90  0.00   1152  369.71
  58520 -.2249 .0011   0.1605 .0011     5.60  0.00    -2.90  0.00   1434  369.88
  58521 -.2274 .0010   0.1609 .0010     5.60  0.00    -2.90  0.00   1668  370.04
  58528 -.2264 .0010   0.1599 .0010     5.60  0.00    -2.90  0.00   1754  370.17
  58540 -.2255 .0010   0.1653 .0010     5.60  0.00    -2.90  0.00   1621  370.38
  58541 -.2260 .0010   0.1608 .0010     5.60  0.00    -2.90  0.00   1820  370.52
  58542 -.2258 .0010   0.1597 .0009     5.60  0.00    -2.90  0.00   1919  370.56
  58543 -.2251 .0010   0.1607 .0009     5.60  0.00    -2.90  0.00   1876  370.64
  58546 -.2260 .0010   0.1593 .0009     5.60  0.00    -2.90  0.00   1863  370.71
  58556 -.2250 .0013   0.1640 .0013     5.60  0.00    -2.90  0.00   1166  370.88
  58557 -.2279 .0011   0.1616 .0011     5.60  0.00    -2.90  0.00   1576  371.03
  58737 -.2215 .0014   0.1553 .0015     5.60  0.00    -2.90  0.00    826  373.93
  58764 -.2216 .0009   0.1553 .0009     5.60  0.00    -2.90  0.00   1896  374.19
  58766 -.2214 .0009   0.1584 .0009     5.60  0.00    -2.90  0.00   2032  374.36
  58768 -.2249 .0008   0.1581 .0008     5.60  0.00    -2.90  0.00   2272  374.53
  58793 -.2231 .0010   0.1572 .0011     5.60  0.00    -2.90  0.00   1565  374.81
  58794 -.2262 .0011   0.1603 .0011     5.60  0.00    -2.90  0.00   1347  374.87
  58796 -.2261 .0009   0.1589 .0009     5.60  0.00    -2.90  0.00   1814  375.07
  58810 -.2216 .0010   0.1598 .0010     5.60  0.00    -2.90  0.00   1685  375.53
  58812 -.2220 .0011   0.1601 .0011     5.60  0.00    -2.90  0.00   1396  375.60
  58813 -.2203 .0009   0.1598 .0009     5.60  0.00    -2.90  0.00   1853  375.74
  58814 -.2237 .0009   0.1591 .0009     5.60  0.00    -2.90  0.00   2015  375.91
  58820 -.2243 .0011   0.1616 .0011     5.60  0.00    -2.90  0.00   1595  376.28
  58823 -.2237 .0011   0.1614 .0010     5.60  0.00    -2.90  0.00   1642  376.33
  58859 -.2217 .0010   0.1609 .0010     5.60  0.00    -2.90  0.00   1726  376.98
  58860 -.2192 .0010   0.1576 .0010     5.60  0.00    -2.90  0.00   1599  377.04
  58863 -.2217 .0010   0.1574 .0010     5.60  0.00    -2.90  0.00   1818  377.28
  58864 -.2232 .0009   0.1616 .0009     5.60  0.00    -2.90  0.00   1911  377.39
  58867 -.2210 .0009   0.1614 .0009     5.60  0.00    -2.90  0.00   1958  377.44
  58906 -.2277 .0010   0.1619 .0010     5.60  0.00    -2.90  0.00   1628  377.80
  58909 -.2247 .0009   0.1622 .0010     5.60  0.00    -2.90  0.00   1829  377.93
  58912 -.2306 .0009   0.1643 .0009     5.60  0.00    -2.90  0.00   1945  378.03
  58913 -.2309 .0009   0.1644 .0008     5.60  0.00    -2.90  0.00   2102  378.21
  58923 -.2313 .0010   0.1670 .0010     5.60  0.00    -2.90  0.00   1547  378.42
  58925 -.2283 .0009   0.1670 .0009     5.60  0.00    -2.90  0.00   1923  378.61
  58926 -.2301 .0009   0.1694 .0010     5.60  0.00    -2.90  0.00   1741  378.71
  58931 -.2311 .0009   0.1682 .0009     5.60  0.00    -2.90  0.00   2010  378.94
  58942 -.2310 .0011   0.1677 .0011     5.60  0.00    -2.90  0.00   1480  379.23
  58953 -.2290 .0010   0.1719 .0010     5.60  0.00    -2.90  0.00   1697  379.74
  58954 -.2324 .0010   0.1689 .0010     5.60  0.00    -2.90  0.00   1635  379.80
  58956 -.2299 .0010   0.1697 .0009     5.60  0.00    -2.90  0.00   1740  379.87
  58957 -.2307 .0009   0.1711 .0009     5.60  0.00    -2.90  0.00   2000  380.00
  58970 -.2357 .0010   0.1704 .0010     5.60  0.00    -2.90  0.00   1559  380.16
  59005 -.2336 .0012   0.1712 .0011     5.60  0.00    -2.90  0.00   1427  380.69
  59006 -.2343 .0010   0.1725 .0009     5.60  0.00    -2.90  0.00   1823  380.86
  59018 -.2297 .0010   0.1692 .0009     5.60  0.00    -2.90  0.00   1868  381.18
  59020 -.2357 .0009   0.1686 .0008     5.60  0.00    -2.90  0.00   1809  381.34
  59075 -.2347 .0009   0.1723 .0009     5.60  0.00    -2.90  0.00   1812  381.78
  59076 -.2340 .0009   0.1709 .0009     5.60  0.00    -2.90  0.00   1898  381.85
  59079 -.2390 .0009   0.1727 .0009     5.60  0.00    -2.90  0.00   2012  382.03
  59080 -.2360 .0008   0.1706 .0008     5.60  0.00    -2.90  0.00   2358  382.19
  59100 -.2387 .0011   0.1698 .0010     5.60  0.00    -2.90  0.00   1510  382.75
  59101 -.2355 .0010   0.1680 .0010     5.60  0.00    -2.90  0.00   1627  382.82
  59102 -.2334 .0010   0.1677 .0011     5.60  0.00    -2.90  0.00   1646  382.97
  59103 -.2359 .0009   0.1677 .0009     5.60  0.00    -2.90  0.00   1930  383.15
  59147 -.2367 .0009   0.1713 .0010     5.60  0.00    -2.90  0.00   1903  383.68
  59153 -.2360 .0009   0.1699 .0009     5.60  0.00    -2.90  0.00   2114  383.82
  59251 -.2407 .0009   0.1739 .0009     5.60  0.00    -2.90  0.00   2065  385.92
  59252 -.2423 .0008   0.1771 .0008     5.60  0.00    -2.90  0.00   2395  386.08
  59253 -.2413 .0008   0.1753 .0008     5.60  0.00    -2.90  0.00   2426  386.15
  59254 -.2410 .0008   0.1776 .0008     5.60  0.00    -2.90  0.00   2356  386.31
  59268 -.2398 .0010   0.1795 .0010     5.60  0.00    -2.90  0.00   1554  386.57
  59275 -.2433 .0010   0.1782 .0010     5.60  0.00    -2.90  0.00   1926  386.77
  59330 -.2410 .0012   0.1838 .0013     5.60  0.00    -2.90  0.00   1204  387.60
  59331 -.2436 .0011   0.1824 .0010     5.60  0.00    -2.90  0.00   1569  387.64
  59344 -.2387 .0010   0.1800 .0010     5.60  0.00    -2.90  0.00   1720  387.81
  59349 -.2395 .0010   0.1852 .0010     5.60  0.00    -2.90  0.00   1747  387.87
  59350 -.2379 .0009   0.1827 .0009     5.60  0.00    -2.90  0.00   1863  387.97
  59375 -.2376 .0010   0.1838 .0009     5.60  0.00    -2.90  0.00   1907  388.28
  59377 -.2354 .0009   0.1821 .0010     5.60  0.00    -2.90  0.00   1870  388.31
  59378 -.2390 .0008   0.1810 .0008     5.60  0.00    -2.90  0.00   2315  388.35
  59404 -.2443 .0013   0.1830 .0013     5.60  0.00    -2.90  0.00    953  388.85
  59433 -.2407 .0011   0.1826 .0012     5.60  0.00    -2.90  0.00   1407  389.33
  59434 -.2430 .0010   0.1876 .0010     5.60  0.00    -2.90  0.00   1790  389.50
  59438 -.2414 .0012   0.1864 .0011     5.60  0.00    -2.90  0.00   1340  389.74
  59442 -.2448 .0012   0.1891 .0012     5.60  0.00    -2.90  0.00   1390  389.81
  60373 -.2698 .0008   0.1878 .0008     5.60  0.00    -2.90  0.00   2471  405.14
  60414 -.2708 .0009   0.1926 .0009     5.60  0.00    -2.90  0.00   2026  405.91
  60415 -.2722 .0009   0.1978 .0009     5.60  0.00    -2.90  0.00   2217  406.07
  60416 -.2716 .0008   0.1960 .0008     5.60  0.00    -2.90  0.00   2333  406.16
  60417 -.2720 .0008   0.1967 .0008     5.60  0.00    -2.90  0.00   2301  406.33
  60419 -.2738 .0008   0.1966 .0008     5.60  0.00    -2.90  0.00   2203  406.54
  60420 -.2697 .0008   0.1974 .0008     5.60  0.00    -2.90  0.00   2137  406.64
  60506 -.2711 .0010   0.1935 .0009     5.60  0.00    -2.90  0.00   1873  407.23
