    0.006316    2.673918    0.021477
    0.002846    2.278418    0.014545
    0.011468    3.012112    0.023506
    0.007542    2.703115    0.015466
    0.004710    3.184398    0.022035
   -0.011525    4.134160    0.033517
    0.001491    4.067978    0.020797
   -0.005294    3.903908    0.015502
   -0.004122    4.138844    0.018314
   -0.011866    4.480252    0.024573
    0.002407    3.417274    0.019757
    0.004367    3.202133    0.015729
    0.000621    3.057946    0.012514
    0.002637    3.105169    0.012528
    0.001842    3.637978    0.015623
   -0.015978    4.667980    0.023542
   -0.007103    4.490922    0.015304
   -0.010807    4.433658    0.012330
   -0.007639    4.539063    0.010622
   -0.010106    4.792094    0.010458
    0.005285    3.293989    0.023416
   -0.002740    2.477478    0.010361
   -0.000978    2.600379    0.010926
   -0.001452    2.584707    0.009930
    0.007265    3.346037    0.015994
   -0.010712    3.496542    0.023466
   -0.009317    3.263399    0.013929
    0.001724    3.916903    0.022439
   -0.004908    4.073683    0.024244
   -0.010944    4.139857    0.022899
    0.004423    3.314021    0.014403
   -0.000578    2.897655    0.010713
   -0.008605    2.421685    0.007367
   -0.004663    2.550339    0.007098
    0.000579    2.634886    0.005297
   -0.007541    4.413185    0.019901
   -0.004600    4.622960    0.026709
   -0.002029    4.386362    0.013699
   -0.006351    4.357061    0.010990
   -0.009828    4.702816    0.012949
