    LAYER  SECTOR    WIRE      GAIN
        3       9       4    0.005159
        3       9       5    0.005431
        3       9       6    0.005533
        3       9       7    0.004648
        3       9       8    0.004339
        3       9       9    0.005534
        3       9      10    0.006103
        3      10       0    0.004469
        3      10       1    0.005471
        3      10       2    0.004903
        3      10       3    0.004981
        3      10       4    0.005280
        3      10       5    0.005605
        3      10       6    0.005524
        3      10       7    0.003996
        3      10       8    0.004492
        3      10       9    0.004811
        3      10      10    0.005525
        3      11       0    0.004909
        3      11       1    0.005017
        3      11       2    0.004373
        3      11       3    0.006058
        3      11       4    0.005183
        3      11       5    0.004591
        3      11       6    0.005914
        3      11       7    0.004961
        3      11       8    0.004646
        3      11       9    0.005781
        3      11      10    0.005885
        3      12       0    0.004882
        3      12       1    0.005469
        3      12       2    0.005456
        3      12       3    0.004857
        3      12       4    0.005618
        3      12       5    0.005461
        3      12       6    0.005801
        3      12       7    0.004835
        3      12       8    0.005007
        3      12       9    0.005775
        3      12      10    0.005205
        3      13       0    0.004501
        3      13       1    0.004688
        3      13       2    0.005729
        3      13       3    0.005251
        3      13       4    0.005553
        3      13       5    0.005930
        3      13       6    0.006501
        3      13       7    0.004478
        3      13       8    0.005406
        3      13       9    0.006914
        3      13      10    0.005832
        3      14       0    0.005245
        3      14       1    0.005231
        3      14       2    0.004811
        3      14       3    0.005135
        3      14       4    0.005538
        3      14       5    0.005452
        3      14       6    0.005636
        3      14       7    0.005096
        3      14       8    0.004700
        3      14       9    0.006168
        3      14      10    0.005556
        3      15       0    0.005091
        3      15       1    0.005620
        3      15       2    0.004557
        3      15       3    0.004860
        3      15       4    0.005163
        3      15       5    0.005117
        3      15       6    0.005826
        3      15       7    0.004463
        3      15       8    0.004753
        3      15       9    0.006215
        3      15      10    0.006118
        3      16       0    0.005435
        3      16       1    0.006001
        3      16       2    0.005277
        3      16       3    0.004999
        3      16       4    0.005993
        3      16       5    0.005699
        3      16       6    0.004821
        3      16       7    0.004442
        3      16       8    0.004850
        3      16       9    0.005348
        3      16      10    0.005341
        3      17       0    0.005046
        3      17       1    0.005252
        3      17       2    0.004939
        3      17       3    0.004923
        3      17       4    0.005409
        3      17       5    0.005421
        3      17       6    0.004809
        3      17       7    0.004324
        3      17       8    0.005133
        3      17       9    0.005505
        3      17      10    0.004904
        3      18       0    0.004696
        3      18       1    0.005296
        3      18       2    0.005122
        3      18       3    0.005249
        3      18       4    0.004996
        3      18       5    0.005703
        3      18       6    0.005119
        3      18       7    0.003948
        3      18       8    0.004011
        3      18       9    0.004966
        3      18      10    0.005193
        3      19       0    0.004908
        3      19       1    0.005679
        3      19       2    0.004974
        3      19       3    0.005126
        3      19       4    0.005043
        3      19       5    0.005771
        3      19       6    0.005075
        3      19       7    0.004949
        3      19       8    0.004471
        3      19       9    0.005567
        3      19      10    0.005342
        3      20       0    0.004256
        3      20       1    0.004660
        3      20       2    0.005140
        3      20       3    0.005287
        3      20       4    0.005518
        3      20       5    0.005640
        3      20       6    0.005455
        3      20       7    0.004629
        3      20       8    0.003913
        3      20       9    0.006618
        3      20      10    0.006475
        3      21       0    0.005539
        3      21       1    0.005684
        3      21       2    0.004977
        3      21       3    0.004827
        3      21       4    0.005540
        3      21       5    0.004445
        3      21       6    0.000751
        3      21       7    0.004409
        3      21       8    0.005080
        3      21       9    0.005798
        3      21      10    0.005060
        3      22       0    0.004842
        3      22       1    0.005006
        3      22       2    0.004976
        3      22       3    0.005006
        3      22       4    0.005216
        3      22       5    0.005292
        3      22       6    0.004986
        3      22       7    0.004222
        3      22       8    0.004294
        3      22       9    0.005155
        3      22      10    0.005270
        3      23       0    0.004902
        3      23       1    0.005509
        3      23       2    0.005878
        3      23       3    0.006368
        3      23       4    0.005007
        3      23       5    0.005784
        3      23       6    0.005170
        3      23       7    0.004640
        3      23       8    0.004204
        3      23       9    0.005724
        3      23      10    0.005653
        3      24       0    0.004991
        3      24       1    0.005404
        3      24       2    0.004445
        3      24       3    0.004900
        3      24       4    0.006080
        3      24       5    0.005585
        3      24       6    0.005168
        3      24       7    0.004428
        3      24       8    0.004256
        3      24       9    0.005910
        3      24      10    0.006050
        3      25       0    0.004878
        3      25       1    0.005758
        3      25       2    0.005621
        3      25       3    0.005608
        3      25       4    0.005309
        3      25       5    0.006075
        3      25       6    0.005814
        3      25       7    0.003962
        3      25       8    0.004040
        3      25       9    0.005782
        3      25      10    0.005482
        3      26       0    0.005416
        3      26       1    0.005994
        3      26       2    0.005587
        3      26       3    0.006251
        3      26       4    0.005011
        3      26       5    0.005934
        3      26       6    0.005319
        3      26       7    0.004641
        3      26       8    0.004033
        3      26       9    0.005434
        3      26      10    0.004841
        3      27       0    0.004422
        3      27       1    0.004848
        3      27       2    0.004499
        3      27       3    0.004509
        3      27       4    0.004591
        3      27       5    0.005705
        3      27       6    0.005489
        3      27       7    0.003752
        3      27       8    0.003848
        3      27       9    0.005432
        3      27      10    0.005623
        3      28       0    0.004745
        3      28       1    0.005043
        3      28       2    0.005457
        3      28       3    0.004159
        3      28       4    0.005389
        3      28       5    0.005707
        3      28       6    0.005437
        3      28       7    0.004233
        3      28       8    0.004225
        3      28       9    0.005790
        3      28      10    0.005266
        3      29       0    0.005431
        3      29       1    0.005228
        3      29       2    0.005864
        3      29       3    0.006088
        3      29       4    0.006065
        3      29       5    0.005796
        3      29       6    0.005102
        3      29       7    0.004819
        3      29       8    0.004897
        3      29       9    0.005330
        3      29      10    0.005876
        3      30       0    0.004864
        3      30       1    0.005301
        3      30       2    0.004848
        3      30       3    0.004858
        3      30       4    0.005395
        3      30       5    0.005448
        3      30       6    0.005269
        3      30       7    0.004248
        3      30       8    0.004128
        3      30       9    0.005948
        3      30      10    0.006280
        3      31       0    0.004514
        3      31       1    0.005011
        3      31       2    0.004786
        3      31       3    0.005032
        3      31       4    0.004644
        3      31       5    0.005844
        3      31       6    0.005626
        3      31       7    0.004739
        3      31       8    0.004945
        3      31       9    0.005623
        3      31      10    0.005837
