    LAYER  SECTOR    WIRE      GAIN
        3       8       9    0.002195
        3       8      10    0.002229
        3       9       0    0.002001
        3       9       1    0.002138
        3       9       2    0.002357
        3       9       3    0.001999
        3       9       4    0.002114
        3       9       5    0.001856
        3       9       6    0.001844
        3       9       7    0.001807
        3       9       8    0.001852
        3       9       9    0.002395
        3       9      10    0.002533
        3      10       0    0.002027
        3      10       1    0.002089
        3      10       2    0.001963
        3      10       3    0.002342
        3      10       4    0.001874
        3      10       5    0.001983
        3      10       6    0.002122
        3      10       7    0.001779
        3      10       8    0.001790
        3      10       9    0.002167
        3      10      10    0.002278
        3      11       0    0.001766
        3      11       1    0.001742
        3      11       2    0.002029
        3      11       3    0.001766
        3      11       4    0.001974
        3      11       5    0.001953
        3      11       6    0.001964
        3      11       7    0.002128
        3      11       8    0.002146
        3      11       9    0.002640
        3      11      10    0.002537
        3      12       0    0.001816
        3      12       1    0.002084
        3      12       2    0.002165
        3      12       3    0.002166
        3      12       4    0.002111
        3      12       5    0.002693
        3      12       6    0.001892
        3      12       7    0.001892
        3      12       8    0.001875
        3      12       9    0.002322
        3      12      10    0.002210
        3      13       0    0.001906
        3      13       1    0.001961
        3      13       2    0.001923
        3      13       3    0.002077
        3      13       4    0.002015
        3      13       5    0.002281
        3      13       6    0.002143
        3      13       7    0.002102
        3      13       8    0.001986
        3      13       9    0.002219
        3      13      10    0.002368
        3      14       0    0.001669
        3      14       1    0.002330
        3      14       2    0.002241
        3      14       3    0.002348
        3      14       4    0.002230
        3      14       5    0.002187
        3      14       6    0.001958
        3      14       7    0.001863
        3      14       8    0.001764
        3      14       9    0.002250
        3      14      10    0.002564
        3      15       0    0.001485
        3      15       1    0.002148
        3      15       2    0.001825
        3      15       3    0.002086
        3      15       4    0.002261
        3      15       5    0.002514
        3      15       6    0.001624
        3      15       7    0.001677
        3      15       8    0.001672
        3      15       9    0.002195
        3      15      10    0.002193
        3      16       0    0.001649
        3      16       1    0.001904
        3      16       2    0.001886
        3      16       3    0.002029
        3      16       4    0.001920
        3      16       5    0.002029
        3      16       6    0.001696
        3      16       7    0.001602
        3      16       8    0.001588
        3      16       9    0.002268
        3      16      10    0.002125
        3      17       0    0.001797
        3      17       1    0.002111
        3      17       2    0.001695
        3      17       3    0.002133
        3      17       4    0.002064
        3      17       5    0.001955
        3      17       6    0.001813
        3      17       7    0.001429
        3      17       8    0.001781
        3      17       9    0.002321
        3      17      10    0.002481
        3      18       0    0.001768
        3      18       1    0.002073
        3      18       2    0.001913
        3      18       3    0.001875
        3      18       4    0.001721
        3      18       5    0.002089
        3      18       6    0.001703
        3      18       7    0.001947
        3      18       8    0.001955
        3      18       9    0.002267
        3      18      10    0.002534
        3      19       0    0.001731
        3      19       1    0.002189
        3      19       2    0.002038
        3      19       3    0.002226
        3      19       4    0.002178
        3      19       5    0.002182
        3      19       6    0.001812
        3      19       7    0.001654
        3      19       8    0.001739
        3      19       9    0.002131
        3      19      10    0.002252
        3      20       0    0.001685
        3      20       1    0.002108
        3      20       2    0.001915
        3      20       3    0.001959
        3      20       4    0.001963
        3      20       5    0.002292
        3      20       6    0.001705
        3      20       7    0.001639
        3      20       8    0.001720
        3      20       9    0.002136
        3      20      10    0.002070
        3      21       0    0.002150
        3      21       1    0.002181
        3      21       2    0.001826
        3      21       3    0.002076
        3      21       4    0.002110
        3      21       5    0.002012
        3      21       6    0.001589
        3      21       7    0.001644
        3      21       8    0.001564
        3      21       9    0.002291
        3      21      10    0.002368
        3      22       0    0.002143
        3      22       1    0.002186
        3      22       2    0.002292
        3      22       3    0.002196
        3      22       4    0.002022
        3      22       5    0.002211
        3      22       6    0.001810
        3      22       7    0.001830
        3      22       8    0.002106
        3      22       9    0.002632
        3      22      10    0.002808
        3      23       0    0.001425
        3      23       1    0.002715
        3      23       2    0.002022
        3      23       3    0.002135
        3      23       4    0.001640
        3      23       5    0.002426
        3      23       6    0.002074
        3      23       7    0.001351
        3      23       8    0.001523
        3      23       9    0.002168
        3      23      10    0.002282
        3      24       0    0.001388
        3      24       1    0.002099
        3      24       2    0.002069
        3      24       3    0.002063
        3      24       4    0.001948
        3      24       5    0.001710
        3      24       6    0.001455
        3      24       7    0.001588
        3      24       8    0.001846
        3      24       9    0.002245
        3      24      10    0.002224
        3      25       0    0.001660
        3      25       1    0.001969
        3      25       2    0.002102
        3      25       3    0.001961
        3      25       4    0.001994
        3      25       5    0.001816
        3      25       6    0.001933
        3      25       7    0.001487
        3      25       8    0.001876
        3      25       9    0.002231
        3      25      10    0.002395
        3      26       0    0.001659
        3      26       1    0.002425
        3      26       2    0.002161
        3      26       3    0.002295
        3      26       4    0.002162
        3      26       5    0.002271
        3      26       6    0.001611
        3      26       7    0.001790
        3      26       8    0.001633
        3      26       9    0.002028
        3      26      10    0.002158
        3      27       0    0.001806
        3      27       1    0.002240
        3      27       2    0.002272
        3      27       3    0.002268
        3      27       4    0.002253
        3      27       5    0.002342
        3      27       6    0.001741
        3      27       7    0.001964
        3      27       8    0.001715
        3      27       9    0.002323
        3      27      10    0.002341
        3      28       0    0.001806
        3      28       1    0.002389
        3      28       2    0.002005
        3      28       3    0.001905
        3      28       4    0.002060
        3      28       5    0.002238
        3      28       6    0.001900
        3      28       7    0.001863
        3      28       8    0.001876
        3      28       9    0.002532
        3      28      10    0.002569
        3      29       0    0.001821
        3      29       1    0.001963
        3      29       2    0.001697
        3      29       3    0.001880
        3      29       4    0.001983
        3      29       5    0.002471
        3      29       6    0.001631
        3      29       7    0.001963
        3      29       8    0.001948
        3      29       9    0.001972
        3      29      10    0.002623
        3      30       0    0.001691
        3      30       1    0.001939
        3      30       2    0.001713
        3      30       3    0.001695
        3      30       4    0.002093
        3      30       5    0.002133
        3      30       6    0.001977
        3      30       7    0.001697
        3      30       8    0.001704
        3      30       9    0.002746
        3      30      10    0.002449
        3      31       0    0.001589
        3      31       1    0.002262
        3      31       2    0.001893
        3      31       3    0.001767
        3      31       4    0.002071
        3      31       5    0.002470
        3      31       6    0.001593
        3      31       7    0.001682
        3      31       8    0.002220
        3      31       9    0.001923
        3      31      10    0.002004
