URANIUM TRD
     499834     499834     368752     368730     413775     544901     413808
     368730     413797     458842     499834     458864     413808     368741
     458853     499834     368741     413786     458864     458864     368752
     458842     544880     413818     368730     458853     413797     458864
     458864     458864     413808     458864     458864     458874     278596
     458853     458864     413808     458853     458853     458874     413797
     458853     458864     413808     368741     368730     458853     458874
     458853     458874     323674     458842     499824     458874     458864
     413797     413808     413786     499824     413808     413786     458853
     499834

     467047     422002     467047     467058     467058     557181     376957
     421969     512125     512125     422002     331868     512103     512125
     512125     422002     421991     467047     467069     467047     467069
     421980     467069     467036     467069     467058     467058     421991
     467058     467047     422002     376924     467047     512125     376946
     421991     512125     467058     467069     512125     376946     376913
     512103     512125     467058     467058     467058     467058     467058
     421991     421991     467047     467069     421991     376946     557159
     467080     421980     467069     376935     467047     512125     376935
     467036

     495749     495737     397421     397409     544877     495737     446597
     397421     495725     495737     446561     446573     495737     446573
     544889     544901     446573     495725     446585     495725     544889
     495737     446585     446573     446573     544889     446585     544889
     495749     446573     495737     495737     495737     544901     397421
     446573     544889     446585     446573     495725     544889     397433
     446573     495725     544889     446585     544889     544901     446585
     397421     495725     495749     495725     594053     446573     446561
     446585     446561     594053     544913     397421     397409     495725
     495737

     422013     467047     467058     421991     467047     512125     557181
     422002     421991     557181     467069     372839     421968     512125
     512125     467069     421991     512125     421991     512125     512125
     422002     467047     422002     421991     512114     467058     512125
     422002     512114     467058     422002     467047     512114     421991
     467058     467069     421979     557181     467069     327771     512103
     422002     512114     467069     467058     422002     421991     467047
     467058     467069     421991     421991     372827     512114     512125
     422013     512125     372839     467058     467058     421991     512125
     372839

     434282     434282     434271     434293     524394     479371     479338
     389237     389204     524405     479349     434293     434271     479349
     479338     479360     344148     389204     479338     434293     434282
     434282     479349     479338     434293     389215     479338     479349
     434293     434271     479349     434282     434282     479349     344170
     434271     479349     479360     344159     524394     434304     434271
     479349     434293     434282     389215     434282     389226     434271
     479349     434293     479349     479338     344181     389194     524416
     434304     344148     524394     434315     344159     434260     434293
     479338

     487543     442465     442498     442465     442487     352342     487543
     397420     397409     442465     442487     487543     397409     487543
     442476     397409     397409     442487     397420     442465     487543
     442476     397409     487532     397431     442465     442487     397409
     487532     487554     397409     397409     442476     487554     397420
     442476     442465     397431     442465     532610     397420     352353
     442454     442476     577655     352375     397398     487543     442476
     442476     532610     397420     442476     352353     532588     442487
     487543     352353     442465     487543     397420     442487     442465
     487543

     467070     516222     467070     467047     610418     467093     372839
     372827     516210     516234     467070     422002     467047     516222
     516222     516222     422002     516199     422002     467058     467070
     372827     565362     467070     516210     516222     467047     467070
     467047     467058     467047     516222     467058     467058     422002
     516210     422002     467058     467047     467058     467070     467058
     516222     422002     467058     516210     516222     372839     421967
     516222     467070     467058     516222     467070     323675     516199
     516234     323687     516199     516234     422002     516210     467058
     421979

     393312     540792     491640     491640     491628     491640     393336
     442476     491628     442488     491640     491652     491628     491640
     393336     491628     442488     491628     393336     442476     540804
     491640     540792     393336     393312     491628     540804     393336
     442476     491640     393336     491628     491640     491640     491640
     442476     491640     491640     585848     393348     491616     491640
     442488     540792     491640     442476     540792     393336     491616
     540792     491640     491640     393312     442476     442464     491640
     491640     442476     491628     491640     491640     442500     393312
     491616

     475241     573580     430196     573568     430196     524404     430208
     475229     475264     381021     524404     475264     475241     475264
     475241     524416     430185     475264     381021     430185     524416
     524404     524428     381033     381021     475241     524404     430185
     524416     475252     475252     430196     524404     475264     475252
     381044     430173     573568     430208     430196     475241     430208
     475241     430196     475241     524416     524416     381033     524393
     475264     430185     430185     573556     381044     475229     524416
     475241     524416     475252     475252     430185     381021     524404
     475264

     532610     487566     487531     393335     438356     581762     393346
     393312     487531     532610     487543     438391     438368     438379
     487531     487543     438379     393300     581751     487554     487554
     487543     438379     438379     487543     487531     487543     438391
     438391     393312     487531     532610     438391     438356     393323
     438368     438391     487520     532610     487554     438379     487543
     393323     532587     487554     393312     581751     438391     438379
     438368     438391     487554     487531     438391     532599     487554
     438391     393312     438368     487543     438379     487543     393323
     581739

     479349     528513     479361     430185     528513     479361     528489
     430209     479337     577665     528525     376937     528501     430197
     577653     479361     430197     430185     430185     479361     528513
     528501     528513     528525     430172     479349     479337     577665
     528525     430197     479349     528501     528513     430197     528513
     430185     528501     479373     479337     479361     430185     528501
     479349     479349     479361     528501     430197     430185     630913
     430209     479349     430185     528501     577677     479349     479349
     430197     577653     479361     528513     430197     479337     528501
     430185

     422002     467047     422002     467047     467058     372850     421979
     467058     467047     602226     512147     372839     372839     512103
     422013     467069     467058     467058     422002     467047     372839
     467035     422024     467035     467058     422002     467047     467080
     421991     421991     421991     512114     512114     467069     372839
     557170     422002     421991     512114     467080     421991     467058
     372839     467058     421991     557181     422013     467058     467058
     467058     422002     512103     327794     512103     421991     467047
     467058     467058     467058     422002     421979     421991     512125
     421991

     426098     426077     467058     426088     426098     467058     426098
     467048     426098     426088     512114     467058     381021     467048
     512114     467069     426098     426077     467048     467058     467058
     467058     467069     381032     426088     467058     381032     557170
     381042     381010     467048     467069     426088     467048     381042
     426066     512125     426098     426077     467058     381021     467058
     426088     467058     426088     381021     512114     467058     426088
     467058     381032     512104     467069     467058     426088     467069
     426077     467058     467058     381042     467037     467058     381032
     426077

     520319     430207     385118     430185     475252     475252     430196
     385118     430185     520297     475263     520319     385129     430174
     430185     475252     430196     385129     385129     475230     475263
     475252     430196     430185     385118     520308     430196     520319
     430185     385129     475241     520308     430196     385118     430185
     430185     565364     520330     385118     430185     430185     520319
     385140     430174     430185     520308     385140     475230     430196
     430185     430185     475252     475241     475252     475252     475241
     520330     385129     475241     430185     520308     430207     385118
     430185

     495761     495737     352342     495725     446573     544889     446585
     446573     495737     446585     446573     446585     495737     495737
     446573     544889     446585     446573     446573     495725     495737
     544901     495737     446573     446573     446573     495725     544901
     495749     446573     397421     544877     495749     397409     544889
     446573     495725     544889     397433     495725     446585     495725
     446573     495725     495737     446573     495725     495737     544901
     495737     446573     397421     446573     544889     446597     495725
     446585     446573     594041     495749     352365     495713     446585
     495737

     467069     421991     422002     467035     467058     512114     512136
     421991     467058     421991     512114     512125     422002     372827
     467047     512125     512114     422002     421991     467047     467069
     512114     467069     422002     421979     512114     467058     512114
     422013     421979     467069     512103     467069     421991     467058
     421991     512114     467069     422002     422002     467047     512125
     467058     467058     512125     467069     421991     467058     467058
     421991     512114     467069     421991     467047     512125     422002
     467058     372850     512103     467069     421991     422002     421979
     512114

     446583     487543     356471     446551     446583     532599     487543
     356461     356428     532589     446583     446573     446573     401506
     487533     446573     487533     401517     446562     446573     487543
     356450     532589     401538     446551     446573     446573     487543
     487543     401517     446562     446573     401517     446573     446573
     446573     487533     446583     532589     401527     401506     487533
     446573     401506     532599     401527     401495     487543     401506
     446562     532599     401517     446562     446573     487533     446583
     446573     356439     532589     487554     401506     446573     401517
     487522

     462961     417883     372838     508006     417916     417894     508017
     417905     462950     417894     417894     508017     417905     462950
     417894     462961     417905     417894     462972     417894     462961
     462950     462961     417905     372838     417883     417905     462961
     462961     417894     553095     372827     462961     417883     417905
     417894     462961     462961     462972     372827     508006     462972
     417894     417894     462950     508017     462972     417905     462950
     508017     462972     417905     417894     417894     372838     417872
     462961     462961     462961     462961     417894     417894     462961
     462950

     508028     462961     462949     508028     508017     508040     462972
     413809     462937     557192     462972     462949     413809     508017
     462972     462972     462949     557180     462972     462961     462961
     462961     462972     364645     508005     462972     508005     508040
     364657     462949     508017     557192     462972     413797     462961
     462961     462961     462961     508040     462961     413797     508005
     508040     508017     413809     557180     462972     462961     508017
     462972     462961     462961     508028     508028     413809     462949
     508017     508017     508028     462972     508017     462972     413797
     462961

     503931     553083     458875     458864     458852     503920     458864
     458875     458852     458864     553083     458864     360560     503896
     553095     458887     409712     360536     458864     458864     553095
     503931     409712     458864     458864     458852     553072     458887
     360536     503908     553095     458864     458875     409700     409700
     503908     553107     503931     458875     458864     553083     458887
     360536     503920     553095     458875     503920     503931     458864
     409712     503908     503943     458864     602247     458875     458864
     409712     458852     553083     458864     458864     409712     409688
     503908

     458864     508028     360560     409700     458864     553095     409712
     409700     409700     458852     508016     458887     409700     458852
     458864     458852     508039     409700     409712     458852     458864
     458864     458864     409712     458852     508028     409712     458864
     553084     409712     409700     458864     458876     409700     458864
     409700     458852     553072     458887     409712     458852     409712
     409700     508016     508016     458876     409700     508028     409712
     458864     409700     458864     409712     508016     458876     458864
     458864     508028     409712     409700     409700     458852     508028
     409724

     446585     446562     401517     446573     446562     495737     495737
     446573     446573     495737     495725     446596     401494     495725
     540816     446585     401517     446562     446573     446562     446585
     495725     495737     401517     446573     495725     540793     495748
     446585     495725     401517     446562     446585     495725     352377
     446550     540804     401517     495737     495737     446573     495737
     352354     446562     495737     495737     495737     495737     352354
     495714     495748     401506     495714     495748     401517     446562
     446573     401506     540781     401529     495737     446573     446562
     495737

     577665     528525     475252     475252     426088     528513     528513
     475252     528513     475252     577677     475277     426076     528500
     475240     577665     426113     475252     475252     475240     577665
     475265     528500     528525     528500     475265     528500     577677
     475265     426100     475240     577665     426113     475240     475265
     475240     528513     528513     528513     426100     426088     528500
     475265     426088     577652     577689     376948     475240     528500
     528525     475252     475252     475252     528500     577665     426113
     475240     475265     577665     528525     426100     475240     426113
     475228

     516233     426099     471155     471155     381032     561278     471166
     381032     426088     426088     471155     471155     426099     426077
     426088     516222     471155     426099     381021     426088     471155
     516233     426088     426099     426077     516211     426099     471144
     471177     381032     471155     426088     471144     426099     471144
     426088     471155     426088     471144     516211     426099     471155
     426088     426099     471144     471155     471155     426088     426088
     516211     471177     426088     426088     471155     471144     471155
     426099     426088     516211     426110     381032     381021     471155
     471155

     544868     409722     360536     454767     499834     454767     499823
     454789     360536     499812     409711     454767     454767     409711
     454756     499834     454767     454767     454767     454767     409711
     454744     499845     454767     454767     409700     409700     454767
     454767     454767     499823     499834     499834     454767     454767
     409700     454756     454767     454778     409700     544868     454789
     409711     409700     544879     409722     454756     454767     499823
     454767     454778     409688     409711     499812     454778     454767
     454767     454767     454767     454767     454767     454767     409711
     454744

     438368     483446     483446     438390     393312     438368     483446
     393323     438379     438379     528502     438401     393312     393312
     438379     438390     393323     483435     438390     438379     438379
     438379     438379     438379     393323     483435     438390     393323
     438368     393323     438368     483457     438390     393323     438368
     393323     483424     438390     393312     393312     483424     528513
     438379     393312     483424     483457     393312     483424     483446
     438379     438390     393312     483435     438379     483446     393334
     438368     438379     438368     483435     438390     393312     393312
     483435

     458864     413797     413797     458864     458864     458864     413808
     413786     458853     458875     458864     413808     413797     458864
     549009     368741     413797     413797     548976     413830     413797
     368741     413786     458853     503931     458864     458864     458864
     413797     413797     458864     368730     503931     458864     413797
     413797     503920     413819     458853     413797     548987     323696
     413786     368741     458853     503931     458875     458864     458875
     368730     368730     503898     458886     458864     458864     413797
     458853     458875     458853     458864     413797     413797     413797
     413797

     540792     442500     397420     540780     540804     397420     442465
     540792     491652     491640     491628     540804     491640     442488
     442476     491628     491652     397409     491628     589956     442500
     442465     491640     442476     442476     540804     491652     442488
     442476     491628     540804     491652     397420     540780     491652
     442476     491628     540804     491652     540792     491640     397420
     540780     540804     540792     491652     397420     397420     491617
     540804     491652     397420     442465     540792     491652     397409
     540780     540804     442476     442476     540780     442488     491628
     540816

     413797     413797     508016     413820     458853     553095     458876
     319578     458853     508028     458864     413808     413797     458853
     553084     458887     458853     508028     413797     458876     458853
     458864     508016     458876     413797     413808     508016     458876
     508016     553084     368752     508005     458887     413786     458864
     368741     508016     413808     458853     508028     413797     508028
     458876     368741     458853     508016     458876     413797     598140
     413831     319566     508016     508028     458864     508028     413797
     458853     458876     413808     508016     458864     413808     508028
     413808

     442465     442476     442476     442476     487543     397420     442465
     442476     532588     442498     352342     442465     442487     487532
     487543     397420     397409     442476     442476     487543     442476
     442476     487532     397420     397398     442476     532599     442487
     487532     442487     397409     442465     397420     487532     487543
     397431     397409     442476     442465     442476     487543     397420
     442454     442476     487532     442487     442465     442476     442476
     442476     442476     442476     397420     442465     487532     442487
     442465     442487     487532     487554     397409     397409     442465
     487532

     516233     381032     471144     471155     426088     471155     471144
     381043     471133     471155     516222     426088     426088     471144
     381032     471144     426099     471155     471155     471155     426099
     426088     471144     426110     426077     471144     426088     516211
     471166     426088     426077     471144     471166     426088     426088
     381043     426066     561267     471177     471155     426088     471166
     426088     471144     471155     516211     381032     516200     471166
     381032     381021     471144     516211     471166     426088     426088
     471155     381043     426066     516222     471155     426088     381021
     471155

     512114     417917     467034     561289     512137     417894     417894
     512125     417906     467058     512114     467069     417894     512114
     467069     512114     467069     417906     417894     467058     467058
     467058     561277     417906     467058     467058     417906     467058
     512114     512125     417917     467046     417917     467046     512125
     417894     561289     417917     417894     512125     512125     417894
     467046     512137     417894     512137     417894     512102     561289
     512125     417894     512102     512137     512114     512125     417894
     467069     467046     417894     417894     561266     417917     467046
     467058

     483446     434282     532586     483446     483446     483446     434294
     483434     532598     434306     483434     483458     483434     532610
     581750     434306     434271     434282     434282     532586     389238
     483423     532610     483458     434282     483434     532610     532610
     389250     434271     483434     581774     434306     483434     434282
     434282     532610     434282     389226     483423     483446     483446
     434294     434271     581762     483458     483446     340063     532586
     532610     434294     483446     434294     532586     483458     434282
     483434     532622     483446     483446     483446     434294     434282
     483434

     389227     532599     438391     532599     487543     389239     438367
     532610     438402     532587     487554     487543     389227     532587
     630938     340087     438355     532610     487543     438402     389215
     532599     438391     438391     438379     630926     438391     487531
     438391     487531     487543     487543     438391     487543     487543
     389227     438379     532599     438391     487531     532610     438402
     487531     340087     487519     532599     532599     487554     438379
     438379     438379     487543     487543     438391     438391     438367
     487543     532610     438391     487543     438391     389215     438379
     581762

     577666     532633     532610     483458     577666     532621     483458
     532598     483446     626818     577677     532621     483446     389227
     532587     577677     532610     483446     532598     577677     438402
     483423     577677     483458     483446     483446     577666     483446
     483435     577689     438390     483435     438390     532598     483458
     483446     483446     532598     483446     532598     438379     438379
     532610     532610     483446     438390     532598     438390     532598
     532598     483446     483435     483446     532610     483446     483446
     483446     438390     532598     483446     483446     483446     438390
     532587

     454779     454755     553083     454779     454767     553095     454767
     454767     503931     454767     503919     553095     405615     454755
     553083     503943     553083     503956     405615     454767     454779
     405590     553083     503943     405615     503931     454779     454755
     503931     503931     553083     405615     454767     503919     503931
     454767     553071     553108     405603     454767     454779     454767
     553083     454779     454767     454767     454767     454779     454767
     503931     454767     553083     553095     454767     454767     454767
     503931     454767     503919     503931     454767     503919     503931
     454767

     446562     491640     491640     401528     491618     446584     401506
     401506     491618     446584     491629     446573     401517     356439
     491618     446573     446573     401506     536685     446595     356439
     491629     491640     401517     356439     491618     446584     491640
     401528     446562     401506     491629     401528     446562     491640
     401517     446573     446584     401495     491640     491640     401517
     401506     401517     446573     536696     401528     446562     536696
     491651     311394     401495     491629     446573     446573     401528
     401495     491629     446584     491640     401528     356450     446551
     491640

     397398     442476     442488     442465     536696     491651     352364
     442454     491651     442476     442476     536696     352376     442454
     491628     536707     397420     397409     491651     442454     491651
     442476     442476     307297     536662     536707     442488     442476
     352364     491617     442488     442476     442488     397432     491628
     491640     442488     491628     442488     397398     581763     442499
     397398     491628     442488     491628     352353     491617     536707
     352353     442465     491651     397409     536684     442488     397409
     442476     442476     442476     442476     397398     442476     491628
     442488

     434282     475252     434292     389215     475231     475263     434282
     434282     434282     475252     434282     520298     475263     344170
     475231     475263     344159     434271     434292     475252     434282
     434282     434282     389226     434282     434292     475242     475252
     344159     475231     389226     475231     520319     475242     475252
     389226     434271     520308     434292     389226     475242     475263
     389226     434282     434282     475252     475252     389226     389215
     475242     475252     389226     434282     434282     434282     434271
     434282     434292     520308     389236     344148     434282     434271
     434282

     434271     479349     434282     479338     434293     389215     479349
     479349     434293     434282     389226     479349     389226     434271
     434282     479338     434293     434282     389226     479338     389215
     434271     479360     434282     389226     479327     479349     479338
     434282     434282     389226     479327     479349     479349     524405
     389215     479349     434271     389226     434271     479360     479338
     389237     524394     479360     434271     434282     389215     434282
     524405     389237     434271     479338     479360     389215     524405
     479360     434271     389237     479327     479360     434282     434293
     389215

     434306     434270     532610     434282     483446     434270     483434
     483458     532610     434294     483446     483446     483458     434282
     483434     434282     483434     577666     434306     434282     385130
     434270     532621     385130     532586     483446     483446     434294
     577666     434294     483434     483458     483446     434294     434282
     532598     385142     483434     577666     483458     434282     434282
     483434     385130     483434     483458     532610     483458     532598
     483458     434270     483458     532598     483446     532610     434282
     483434     483446     483434     434306     434282     434282     532586
     483458

     442476     442476     491640     536696     352364     442465     397420
     397398     491628     536707     442476     491640     352364     442465
     442476     491628     442488     442476     442476     491640     491640
     397420     536684     491651     442476     442476     491640     491640
     442499     397409     442476     491628     442488     442476     442465
     442476     442488     442476     491640     442476     442488     397398
     491628     491640     491640     491651     491640     397420     442465
     491640     491651     397420     442465     442476     491640     491628
     491640     397420     491628     491640     397420     442476     397409
     536684

     393334     438368     438379     393312     483435     393334     438368
     393323     483435     483446     483446     438379     393301     483435
     438379     483446     393312     438379     438379     483435     438390
     483435     483446     348256     483424     438390     483424     528513
     393323     393312     483435     483435     393334     393301     528502
     393334     393312     483446     393312     483435     438390     438379
     528513     393323     483435     393312     438368     483446     483446
     393323     438368     393323     393312     528502     393334     438368
     438379     393312     438368     483446     438379     438368     528502
     483446

     335965     516189     426110     426088     426088     561278     381032
